chrom	signal_region	start_pos	end_pos	SNPSTR_start_pos	SNPSTR_ID	period	repeat_unit	alleles	reference_allele	total_per_allele_dosages	total_hardcall_alleles	total_hardcall_genotypes	subset_total_per_allele_dosages	subset_total_hardcall_alleles	subset_total_hardcall_genotypes	subset_multiallelicness	subset_heterozygosity	subset_entropy	subset_HWEP	subset_allele_dosage_r2	association_p_value	Δphenotype_per_additional_repeat_unit	Δphenotype_per_s.d._increase_in_repeat_size	pcausal	mentioned_in_literature	literature_inclusion_url	included_only_due_to_literature	curated	included_only_due_to_curation	nearby_exons	nearby_genes	relation_to_gene	transcribed
7	7_106595167_107429628	107239340	107239377	107239334	STR_1357361	2	AC	12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0	19.0	"{""12.0"": 433793.52, ""13.0"": 245469.05, ""14.0"": 16250.81, ""15.0"": 15.25, ""16.0"": 97.91, ""17.0"": 1766.38, ""18.0"": 197884.1, ""19.0"": 74867.08, ""20.0"": 4305.32, ""21.0"": 396.98}"	"{""12.0"": 433840, ""13.0"": 247429, ""14.0"": 13862, ""15.0"": 7, ""16.0"": 95, ""17.0"": 1065, ""18.0"": 195548, ""19.0"": 81001, ""20.0"": 1585, ""21.0"": 386}"	"{""[12.0, 12.0]"": 97334, ""[12.0, 13.0]"": 109096, ""[12.0, 14.0]"": 6056, ""[12.0, 15.0]"": 1, ""[12.0, 16.0]"": 24, ""[12.0, 17.0]"": 496, ""[12.0, 18.0]"": 87183, ""[12.0, 19.0]"": 35589, ""[12.0, 20.0]"": 640, ""[12.0, 21.0]"": 87, ""[13.0, 13.0]"": 31766, ""[13.0, 14.0]"": 3681, ""[13.0, 15.0]"": 2, ""[13.0, 16.0]"": 47, ""[13.0, 17.0]"": 278, ""[13.0, 18.0]"": 49339, ""[13.0, 19.0]"": 20816, ""[13.0, 20.0]"": 451, ""[13.0, 21.0]"": 187, ""[14.0, 14.0]"": 105, ""[14.0, 16.0]"": 1, ""[14.0, 17.0]"": 15, ""[14.0, 18.0]"": 2639, ""[14.0, 19.0]"": 1215, ""[14.0, 20.0]"": 27, ""[14.0, 21.0]"": 18, ""[15.0, 18.0]"": 1, ""[15.0, 19.0]"": 2, ""[15.0, 20.0]"": 1, ""[16.0, 18.0]"": 6, ""[16.0, 19.0]"": 15, ""[16.0, 21.0]"": 2, ""[17.0, 17.0]"": 2, ""[17.0, 18.0]"": 200, ""[17.0, 19.0]"": 69, ""[17.0, 20.0]"": 3, ""[18.0, 18.0]"": 19856, ""[18.0, 19.0]"": 16149, ""[18.0, 20.0]"": 291, ""[18.0, 21.0]"": 28, ""[19.0, 19.0]"": 3463, ""[19.0, 20.0]"": 162, ""[19.0, 21.0]"": 58, ""[20.0, 20.0]"": 3, ""[20.0, 21.0]"": 4, ""[21.0, 21.0]"": 1}"	"{""12.0"": 272835.78, ""13.0"": 153552.71, ""14.0"": 10072.3, ""15.0"": 0.43, ""16.0"": 2.29, ""17.0"": 897.96, ""18.0"": 126384.99, ""19.0"": 47715.92, ""20.0"": 2678.02, ""21.0"": 12.37}"	"{""12.0"": 272860, ""13.0"": 154830, ""14.0"": 8608, ""17.0"": 500, ""18.0"": 124739, ""19.0"": 51717, ""20.0"": 879, ""21.0"": 5}"	"{""[12.0, 12.0]"": 60562, ""[12.0, 13.0]"": 68949, ""[12.0, 14.0]"": 3870, ""[12.0, 17.0]"": 233, ""[12.0, 18.0]"": 55431, ""[12.0, 19.0]"": 22879, ""[12.0, 20.0]"": 371, ""[12.0, 21.0]"": 3, ""[13.0, 13.0]"": 19328, ""[13.0, 14.0]"": 2210, ""[13.0, 17.0]"": 126, ""[13.0, 18.0]"": 31535, ""[13.0, 19.0]"": 13123, ""[13.0, 20.0]"": 229, ""[13.0, 21.0]"": 2, ""[14.0, 14.0]"": 61, ""[14.0, 17.0]"": 7, ""[14.0, 18.0]"": 1660, ""[14.0, 19.0]"": 729, ""[14.0, 20.0]"": 10, ""[17.0, 18.0]"": 96, ""[17.0, 19.0]"": 35, ""[17.0, 20.0]"": 3, ""[18.0, 18.0]"": 12680, ""[18.0, 19.0]"": 10475, ""[18.0, 20.0]"": 182, ""[19.0, 19.0]"": 2197, ""[19.0, 20.0]"": 82, ""[20.0, 20.0]"": 1}"	0.30572894753857416	0.6904952857884352	1.8971881218562416	0.4123526708138417	"{""12.0"": 1.0, ""13.0"": 0.99, ""14.0"": 0.92, ""15.0"": ""NaN"", ""16.0"": ""NaN"", ""17.0"": 0.7, ""18.0"": 0.98, ""19.0"": 0.95, ""20.0"": 0.66, ""21.0"": 0.82}"	5.12e-13	-0.00031855103515994037	-0.0012273376497460738	0.0619273	False	NA	NA	False	NA	none	none	intergenic	untranscribed
8	8_21585741_22100006	21771301	21771325	21771296	STR_1396820	1	T	23.0,24.0,25.0,26.0	25.0	"{""23.0"": 9648.09, ""24.0"": 404904.46, ""25.0"": 453070.81, ""26.0"": 107196.7}"	"{""23.0"": 2816, ""24.0"": 416975, ""25.0"": 448027, ""26.0"": 107000}"	"{""[23.0, 23.0]"": 5, ""[23.0, 24.0]"": 1222, ""[23.0, 25.0]"": 1281, ""[23.0, 26.0]"": 303, ""[24.0, 24.0]"": 90508, ""[24.0, 25.0]"": 188610, ""[24.0, 26.0]"": 46127, ""[25.0, 25.0]"": 104729, ""[25.0, 26.0]"": 48678, ""[26.0, 26.0]"": 5946}"	"{""23.0"": 5959.07, ""24.0"": 257218.75, ""25.0"": 281481.93, ""26.0"": 69479.61}"	"{""23.0"": 1765, ""24.0"": 264794, ""25.0"": 278149, ""26.0"": 69430}"	"{""[23.0, 23.0]"": 1, ""[23.0, 24.0]"": 785, ""[23.0, 25.0]"": 783, ""[23.0, 26.0]"": 195, ""[24.0, 24.0]"": 57070, ""[24.0, 25.0]"": 119832, ""[24.0, 26.0]"": 30037, ""[25.0, 25.0]"": 62975, ""[25.0, 26.0]"": 31584, ""[26.0, 26.0]"": 3807}"	0.12283641940812913	0.5961815818012381	1.4206494084812362	0.5887487701834218	"{""23.0"": 0.56, ""24.0"": 0.98, ""25.0"": 0.99, ""26.0"": 0.99}"	3.55e-11	-0.0010343734117883585	-0.0009976027824928606	0.058124	False	NA	NA	False	NA	none	none	intergenic	untranscribed
8	8_23651774_23901774	23776779	23776809	23776774	STR_1398203	2	GT	8.5,11.5,12.5,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,19.0,22.0	15.5	"{""8.5"": 150.94, ""11.5"": 668.04, ""12.5"": 426940.11, ""13.5"": 1915.28, ""14.0"": 745.35, ""14.5"": 24608.51, ""15.0"": 1147.29, ""15.5"": 416921.05, ""16.0"": 13766.7, ""16.5"": 85346.94, ""17.0"": 1173.17, ""17.5"": 117.34, ""18.0"": 324.21, ""19.0"": 727.45, ""22.0"": 269.47}"	"{""8.5"": 1, ""11.5"": 541, ""12.5"": 426256, ""13.5"": 912, ""14.0"": 791, ""14.5"": 24029, ""15.0"": 665, ""15.5"": 421939, ""16.0"": 14385, ""16.5"": 83375, ""17.0"": 685, ""17.5"": 98, ""18.0"": 209, ""19.0"": 695, ""22.0"": 237}"	"{""[8.5, 12.5]"": 1, ""[11.5, 12.5]"": 232, ""[11.5, 14.5]"": 19, ""[11.5, 15.5]"": 242, ""[11.5, 16.0]"": 5, ""[11.5, 16.5]"": 43, ""[12.5, 12.5]"": 94082, ""[12.5, 13.5]"": 396, ""[12.5, 14.0]"": 235, ""[12.5, 14.5]"": 9940, ""[12.5, 15.0]"": 286, ""[12.5, 15.5]"": 184214, ""[12.5, 16.0]"": 5536, ""[12.5, 16.5]"": 36629, ""[12.5, 17.0]"": 244, ""[12.5, 17.5]"": 32, ""[12.5, 18.0]"": 69, ""[12.5, 19.0]"": 206, ""[12.5, 22.0]"": 72, ""[13.5, 13.5]"": 1, ""[13.5, 14.0]"": 1, ""[13.5, 14.5]"": 23, ""[13.5, 15.0]"": 1, ""[13.5, 15.5]"": 403, ""[13.5, 16.0]"": 16, ""[13.5, 16.5]"": 69, ""[13.5, 17.0]"": 1, ""[14.0, 14.0]"": 11, ""[14.0, 14.5]"": 109, ""[14.0, 15.5]"": 330, ""[14.0, 16.0]"": 15, ""[14.0, 16.5]"": 46, ""[14.0, 17.0]"": 9, ""[14.0, 17.5]"": 1, ""[14.0, 18.0]"": 2, ""[14.0, 19.0]"": 15, ""[14.0, 22.0]"": 6, ""[14.5, 14.5]"": 563, ""[14.5, 15.0]"": 14, ""[14.5, 15.5]"": 10130, ""[14.5, 16.0]"": 503, ""[14.5, 16.5]"": 1887, ""[14.5, 17.0]"": 75, ""[14.5, 17.5]"": 12, ""[14.5, 18.0]"": 25, ""[14.5, 19.0]"": 123, ""[14.5, 22.0]"": 43, ""[15.0, 15.5]"": 283, ""[15.0, 16.0]"": 17, ""[15.0, 16.5]"": 64, ""[15.5, 15.5]"": 91547, ""[15.5, 16.0]"": 6232, ""[15.5, 16.5]"": 36248, ""[15.5, 17.0]"": 283, ""[15.5, 17.5]"": 33, ""[15.5, 18.0]"": 75, ""[15.5, 19.0]"": 279, ""[15.5, 22.0]"": 93, ""[16.0, 16.0]"": 529, ""[16.0, 16.5]"": 963, ""[16.0, 17.0]"": 12, ""[16.0, 18.0]"": 16, ""[16.0, 19.0]"": 8, ""[16.0, 22.0]"": 4, ""[16.5, 16.5]"": 3662, ""[16.5, 17.0]"": 40, ""[16.5, 17.5]"": 6, ""[16.5, 18.0]"": 10, ""[16.5, 19.0]"": 31, ""[16.5, 22.0]"": 15, ""[17.0, 17.0]"": 5, ""[17.0, 17.5]"": 2, ""[17.0, 18.0]"": 2, ""[17.0, 19.0]"": 5, ""[17.0, 22.0]"": 2, ""[17.5, 17.5]"": 1, ""[17.5, 18.0]"": 1, ""[17.5, 19.0]"": 8, ""[17.5, 22.0]"": 1, ""[18.0, 18.0]"": 2, ""[18.0, 19.0]"": 5, ""[19.0, 19.0]"": 7, ""[19.0, 22.0]"": 1}"	"{""8.5"": 98.18, ""11.5"": 445.19, ""12.5"": 274647.88, ""13.5"": 1207.94, ""14.0"": 80.54, ""14.5"": 12462.23, ""15.0"": 713.02, ""15.5"": 263194.0, ""16.0"": 5462.09, ""16.5"": 55240.08, ""17.0"": 430.27, ""17.5"": 7.26, ""18.0"": 40.55, ""19.0"": 76.06, ""22.0"": 34.47}"	"{""11.5"": 358, ""12.5"": 274197, ""13.5"": 590, ""14.0"": 96, ""14.5"": 12144, ""15.0"": 400, ""15.5"": 266226, ""16.0"": 5704, ""16.5"": 54154, ""17.0"": 180, ""18.0"": 9, ""19.0"": 55, ""22.0"": 25}"	"{""[11.5, 12.5]"": 158, ""[11.5, 14.5]"": 14, ""[11.5, 15.5]"": 152, ""[11.5, 16.0]"": 4, ""[11.5, 16.5]"": 30, ""[12.5, 12.5]"": 61219, ""[12.5, 13.5]"": 247, ""[12.5, 14.0]"": 33, ""[12.5, 14.5]"": 5382, ""[12.5, 15.0]"": 179, ""[12.5, 15.5]"": 118908, ""[12.5, 16.0]"": 2542, ""[12.5, 16.5]"": 24197, ""[12.5, 17.0]"": 77, ""[12.5, 18.0]"": 4, ""[12.5, 19.0]"": 25, ""[12.5, 22.0]"": 7, ""[13.5, 13.5]"": 1, ""[13.5, 14.0]"": 1, ""[13.5, 14.5]"": 16, ""[13.5, 15.0]"": 1, ""[13.5, 15.5]"": 266, ""[13.5, 16.0]"": 7, ""[13.5, 16.5]"": 49, ""[13.5, 17.0]"": 1, ""[14.0, 14.5]"": 2, ""[14.0, 15.5]"": 52, ""[14.0, 16.0]"": 1, ""[14.0, 16.5]"": 7, ""[14.5, 14.5]"": 133, ""[14.5, 15.0]"": 7, ""[14.5, 15.5]"": 5260, ""[14.5, 16.0]"": 131, ""[14.5, 16.5]"": 1059, ""[14.5, 17.0]"": 5, ""[14.5, 22.0]"": 2, ""[15.0, 15.5]"": 169, ""[15.0, 16.0]"": 7, ""[15.0, 16.5]"": 37, ""[15.5, 15.5]"": 57661, ""[15.5, 16.0]"": 2498, ""[15.5, 16.5]"": 23478, ""[15.5, 17.0]"": 78, ""[15.5, 18.0]"": 3, ""[15.5, 19.0]"": 27, ""[15.5, 22.0]"": 13, ""[16.0, 16.0]"": 23, ""[16.0, 16.5]"": 466, ""[16.0, 17.0]"": 1, ""[16.0, 18.0]"": 1, ""[16.5, 16.5]"": 2403, ""[16.5, 17.0]"": 18, ""[16.5, 18.0]"": 1, ""[16.5, 19.0]"": 3, ""[16.5, 22.0]"": 3}"	0.1242353694865807	0.604487594251573	1.5559502952860012	0.9735021352758082	"{""8.5"": ""NaN"", ""11.5"": 0.95, ""12.5"": 0.99, ""13.5"": 0.64, ""14.0"": 0.62, ""14.5"": 0.94, ""15.0"": 0.79, ""15.5"": 0.99, ""16.0"": 0.97, ""16.5"": 0.98, ""17.0"": 0.49, ""17.5"": ""NaN"", ""18.0"": 0.58, ""19.0"": 0.95, ""22.0"": 0.98}"	2.39e-08	-0.00038897736541915347	-0.0008780073968119626	0.551705	False	NA	NA	False	NA	none	none	intergenic	untranscribed
9	9_71197984_71640259	71468944	71468970	71468944	STR_1484861	3	ATT	8.0,9.0,10.0,11.0	9.0	"{""8.0"": 610022.47, ""9.0"": 63462.1, ""10.0"": 296617.88, ""11.0"": 4718.89}"	"{""8.0"": 611197, ""9.0"": 62562, ""10.0"": 297244, ""11.0"": 3815}"	"{""[8.0, 8.0]"": 191824, ""[8.0, 9.0]"": 38840, ""[8.0, 10.0]"": 186290, ""[8.0, 11.0]"": 2419, ""[9.0, 9.0]"": 2673, ""[9.0, 10.0]"": 18157, ""[9.0, 11.0]"": 219, ""[10.0, 10.0]"": 45826, ""[10.0, 11.0]"": 1145, ""[11.0, 11.0]"": 16}"	"{""8.0"": 386104.01, ""9.0"": 35499.52, ""10.0"": 189372.54, ""11.0"": 3164.15}"	"{""8.0"": 386753, ""9.0"": 34944, ""10.0"": 189862, ""11.0"": 2579}"	"{""[8.0, 8.0]"": 121861, ""[8.0, 9.0]"": 22011, ""[8.0, 10.0]"": 119381, ""[8.0, 11.0]"": 1639, ""[9.0, 9.0]"": 1010, ""[9.0, 10.0]"": 10762, ""[9.0, 11.0]"": 151, ""[10.0, 10.0]"": 29474, ""[10.0, 11.0]"": 771, ""[11.0, 11.0]"": 9}"	0.06295576928669482	0.5045856399107397	1.2121814977156693	0.4115729882414284	"{""8.0"": 1.0, ""9.0"": 0.99, ""10.0"": 0.99, ""11.0"": 0.92}"	1.25e-18	0.0010869831593935397	0.0014268350500084548	0.0785543	False	NA	NA	False	NA	none	68462:downstream:PABIR1:protein_coding,64358:upstream:RP11-203L2.3:processed_pseudogene,81819:downstream:RNU6-820P:snRNA,10753:upstream:RP11-203L2.4:lncRNA,0:inside:PIP5K1B:protein_coding	intron:PIP5K1B:protein_coding	transcribed;PIP5K1B-201:protein_coding:1,PIP5K1B-208:protein_coding:2,PIP5K1B-202:protein_coding:3,PIP5K1B-203:protein_coding:5,PIP5K1B-207:nonsense_mediated_decay:1,PIP5K1B-204:protein_coding:2
9	9_96775617_97034874	96907661	96907674	96907655	STR_1499189	1	A	12.0,13.0,14.0,15.0,16.0	14.0	"{""12.0"": 369069.12, ""13.0"": 4663.45, ""14.0"": 385486.01, ""15.0"": 215320.66, ""16.0"": 279.12}"	"{""12.0"": 369672, ""13.0"": 4403, ""14.0"": 385903, ""15.0"": 214693, ""16.0"": 147}"	"{""[12.0, 12.0]"": 70604, ""[12.0, 13.0]"": 1700, ""[12.0, 14.0]"": 145521, ""[12.0, 15.0]"": 81208, ""[12.0, 16.0]"": 35, ""[13.0, 13.0]"": 18, ""[13.0, 14.0]"": 1693, ""[13.0, 15.0]"": 974, ""[14.0, 14.0]"": 77302, ""[14.0, 15.0]"": 84024, ""[14.0, 16.0]"": 61, ""[15.0, 15.0]"": 24220, ""[15.0, 16.0]"": 47, ""[16.0, 16.0]"": 2}"	"{""12.0"": 236315.86, ""13.0"": 3081.85, ""14.0"": 237587.36, ""15.0"": 137101.75, ""16.0"": 51.34}"	"{""12.0"": 236668, ""13.0"": 2925, ""14.0"": 237934, ""15.0"": 136611}"	"{""[12.0, 12.0]"": 45575, ""[12.0, 13.0]"": 1128, ""[12.0, 14.0]"": 91794, ""[12.0, 15.0]"": 52596, ""[13.0, 13.0]"": 9, ""[13.0, 14.0]"": 1129, ""[13.0, 15.0]"": 650, ""[14.0, 14.0]"": 46021, ""[14.0, 15.0]"": 52969, ""[15.0, 15.0]"": 15198}"	0.22834428656900269	0.6518890051487476	1.5792552783589393	0.7317227850889488	"{""12.0"": 1.0, ""13.0"": 0.95, ""14.0"": 0.99, ""15.0"": 0.98, ""16.0"": ""NaN""}"	2.9e-11	-0.0006857901914373159	-0.0011734634290378118	0.236466	False	NA	NA	False	NA	none	none	intergenic	untranscribed
10	10_52706977_53020663	52874198	52874213	52874198	STR_157420	2	GT	8.0,9.0,12.0,13.0,14.0,15.0,16.0	8.0	"{""8.0"": 142049.32, ""9.0"": 0.0, ""12.0"": 555020.97, ""13.0"": 12003.95, ""14.0"": 199190.9, ""15.0"": 66257.84, ""16.0"": 296.15}"	"{""8.0"": 142184, ""12.0"": 555283, ""13.0"": 11860, ""14.0"": 199684, ""15.0"": 65725, ""16.0"": 82}"	"{""[8.0, 8.0]"": 11039, ""[8.0, 12.0]"": 79164, ""[8.0, 13.0]"": 1736, ""[8.0, 14.0]"": 29057, ""[8.0, 15.0]"": 10142, ""[8.0, 16.0]"": 7, ""[12.0, 12.0]"": 159501, ""[12.0, 13.0]"": 6657, ""[12.0, 14.0]"": 113498, ""[12.0, 15.0]"": 36918, ""[12.0, 16.0]"": 44, ""[13.0, 13.0]"": 100, ""[13.0, 14.0]"": 2406, ""[13.0, 15.0]"": 860, ""[13.0, 16.0]"": 1, ""[14.0, 14.0]"": 20708, ""[14.0, 15.0]"": 13288, ""[14.0, 16.0]"": 19, ""[15.0, 15.0]"": 2254, ""[15.0, 16.0]"": 9, ""[16.0, 16.0]"": 1}"	"{""8.0"": 87197.2, ""9.0"": 0.0, ""12.0"": 352875.25, ""13.0"": 6893.36, ""14.0"": 126950.48, ""15.0"": 40093.66, ""16.0"": 128.39}"	"{""8.0"": 87245, ""12.0"": 352925, ""13.0"": 6904, ""14.0"": 127294, ""15.0"": 39765, ""16.0"": 5}"	"{""[8.0, 8.0]"": 6285, ""[8.0, 12.0]"": 49873, ""[8.0, 13.0]"": 975, ""[8.0, 14.0]"": 18096, ""[8.0, 15.0]"": 5731, ""[12.0, 12.0]"": 101494, ""[12.0, 13.0]"": 3915, ""[12.0, 14.0]"": 73283, ""[12.0, 15.0]"": 22863, ""[12.0, 16.0]"": 3, ""[13.0, 13.0]"": 42, ""[13.0, 14.0]"": 1445, ""[13.0, 15.0]"": 485, ""[14.0, 14.0]"": 13127, ""[14.0, 15.0]"": 8214, ""[14.0, 16.0]"": 2, ""[15.0, 15.0]"": 1236}"	0.21870090377356993	0.6022954504177123	1.658449543455238	0.8220420925376744	"{""8.0"": 1.0, ""9.0"": ""NaN"", ""12.0"": 1.0, ""13.0"": 0.94, ""14.0"": 1.0, ""15.0"": 0.99, ""16.0"": 0.16}"	2.04e-08	-0.0003695851820329219	-0.0010050892194115022	0.0599088	False	NA	NA	False	NA	none	45885:upstream:RP11-96B5.3:lncRNA,0:inside:PRKG1:protein_coding	intron:PRKG1:protein_coding	transcribed;PRKG1-204:protein_coding:5,PRKG1-207:protein_coding:missing from gencode,PRKG1-203:protein_coding:1,PRKG1-205:protein_coding:missing from gencode,PRKG1-206:protein_coding:missing from gencode,PRKG1-202:protein_coding:3
10	10_64753078_65622266	65214018	65214037	65214018	STR_163655	1	T	19.0,20.0,21.0,22.0,23.0	20.0	"{""19.0"": 859.91, ""20.0"": 459272.62, ""21.0"": 175738.67, ""22.0"": 337862.17, ""23.0"": 1084.65}"	"{""19.0"": 651, ""20.0"": 459978, ""21.0"": 175738, ""22.0"": 337375, ""23.0"": 1076}"	"{""[19.0, 20.0]"": 314, ""[19.0, 21.0]"": 121, ""[19.0, 22.0]"": 216, ""[20.0, 20.0]"": 108599, ""[20.0, 21.0]"": 82744, ""[20.0, 22.0]"": 159188, ""[20.0, 23.0]"": 534, ""[21.0, 21.0]"": 16358, ""[21.0, 22.0]"": 59954, ""[21.0, 23.0]"": 203, ""[22.0, 22.0]"": 58855, ""[22.0, 23.0]"": 307, ""[23.0, 23.0]"": 16}"	"{""19.0"": 285.58, ""20.0"": 288819.07, ""21.0"": 110021.65, ""22.0"": 214805.75, ""23.0"": 205.96}"	"{""19.0"": 227, ""20.0"": 289205, ""21.0"": 109985, ""22.0"": 214520, ""23.0"": 201}"	"{""[19.0, 20.0]"": 112, ""[19.0, 21.0]"": 44, ""[19.0, 22.0]"": 71, ""[20.0, 20.0]"": 67984, ""[20.0, 21.0]"": 51787, ""[20.0, 22.0]"": 101248, ""[20.0, 23.0]"": 90, ""[21.0, 21.0]"": 9792, ""[21.0, 22.0]"": 38534, ""[21.0, 23.0]"": 36, ""[22.0, 22.0]"": 37296, ""[22.0, 23.0]"": 75}"	0.1799484614215622	0.6241566077682064	1.4940491023863165	0.2085752248597484	"{""19.0"": 0.9, ""20.0"": 1.0, ""21.0"": 1.0, ""22.0"": 1.0, ""23.0"": 1.0}"	3.18e-11	0.0007826374501844341	0.0009953139247226486	0.076998	False	NA	NA	False	NA	none	95154:downstream:RP11-351O1.4:processed_pseudogene,81210:upstream:MIR1296:miRNA,26319:downstream:PRELID1P3:processed_pseudogene,10952:upstream:JMJD1C-AS1:lncRNA,35184:upstream:RP11-351O1.3:processed_pseudogene,67124:upstream:REEP3:protein_coding,0:inside:JMJD1C:protein_coding	intron:JMJD1C:protein_coding	transcribed;JMJD1C-202:protein_coding:5,JMJD1C-211:processed_transcript:3
10	10_64753078_65622266	65289540	65289552	65289540	STR_163717	1	T	12.0,13.0,14.0,15.0	13.0	"{""12.0"": 181.17, ""13.0"": 629586.02, ""14.0"": 345044.61, ""15.0"": 6.13}"	"{""12.0"": 143, ""13.0"": 630744, ""14.0"": 343927, ""15.0"": 4}"	"{""[12.0, 13.0]"": 82, ""[12.0, 14.0]"": 61, ""[13.0, 13.0]"": 204623, ""[13.0, 14.0]"": 221414, ""[13.0, 15.0]"": 2, ""[14.0, 14.0]"": 61225, ""[14.0, 15.0]"": 2}"	"{""12.0"": 2.61, ""13.0"": 395066.5, ""14.0"": 219068.02, ""15.0"": 0.87}"	"{""13.0"": 395780, ""14.0"": 218358}"	"{""[13.0, 13.0]"": 127358, ""[13.0, 14.0]"": 141064, ""[14.0, 14.0]"": 38647}"	5.666478869570031e-06	0.458269556071323	0.9389289680785292	0.2134616535016369	"{""12.0"": ""NaN"", ""13.0"": 1.0, ""14.0"": 1.0, ""15.0"": ""NaN""}"	1.42e-11	0.0015261046859761018	0.0010338801568832848	0.067434	False	NA	NA	False	NA	none	63217:downstream:JMJD1C-AS1:lncRNA,40142:downstream:RP11-351O1.3:processed_pseudogene,0:inside:REEP3:protein_coding,7930:upstream:JMJD1C:protein_coding	intron:REEP3:protein_coding	transcribed;REEP3-201:protein_coding:1
10	10_115702840_115970451	115829423	115829436	115829423	STR_193845	2	AT	6.0,7.0,8.0	7.0	"{""6.0"": 250712.46, ""7.0"": 723395.59, ""8.0"": 709.97}"	"{""6.0"": 249939, ""7.0"": 724876, ""8.0"": 3}"	"{""[6.0, 6.0]"": 32416, ""[6.0, 7.0]"": 185106, ""[6.0, 8.0]"": 1, ""[7.0, 7.0]"": 269884, ""[7.0, 8.0]"": 2}"	"{""6.0"": 156279.87, ""7.0"": 457405.31, ""8.0"": 452.82}"	"{""6.0"": 155840, ""7.0"": 458295, ""8.0"": 3}"	"{""[6.0, 6.0]"": 19816, ""[6.0, 7.0]"": 116207, ""[6.0, 8.0]"": 1, ""[7.0, 7.0]"": 171043, ""[7.0, 8.0]"": 2}"	0.0007373261384249144	0.3787331472040768	0.817265272243267	0.7461921228473202	"{""6.0"": 1.0, ""7.0"": 1.0, ""8.0"": 0.04}"	2.46e-13	0.00208839215643531	0.001290170729754049	0.0572172	False	NA	NA	False	NA	none	22760:downstream:ADRB1:protein_coding,40179:downstream:RP11-411P18.4:lncRNA,41737:upstream:RNU6-709P:snRNA,47470:upstream:UBE2V1P5:processed_pseudogene,51185:downstream:CCDC186:protein_coding	intergenic	untranscribed
10	10_115702840_115970451	115829512	115829523	115829509	STR_193846	1	T	8.0,10.0,11.0,12.0,13.0	12.0	"{""8.0"": 100.41, ""10.0"": 250181.05, ""11.0"": 1490.4, ""12.0"": 722663.46, ""13.0"": 382.6}"	"{""10.0"": 249612, ""11.0"": 1197, ""12.0"": 723990, ""13.0"": 19}"	"{""[10.0, 10.0]"": 32296, ""[10.0, 11.0]"": 470, ""[10.0, 12.0]"": 184545, ""[10.0, 13.0]"": 5, ""[11.0, 11.0]"": 32, ""[11.0, 12.0]"": 663, ""[12.0, 12.0]"": 269384, ""[12.0, 13.0]"": 14}"	"{""8.0"": 38.34, ""10.0"": 156204.07, ""11.0"": 157.27, ""12.0"": 457528.33, ""13.0"": 209.99}"	"{""10.0"": 155836, ""11.0"": 14, ""12.0"": 458284, ""13.0"": 4}"	"{""[10.0, 10.0]"": 19816, ""[10.0, 11.0]"": 1, ""[10.0, 12.0]"": 116203, ""[11.0, 12.0]"": 13, ""[12.0, 12.0]"": 171032, ""[12.0, 13.0]"": 4}"	0.0006604378820395416	0.3787631840725319	0.8176576205284165	0.7518361068381205	"{""8.0"": ""NaN"", ""10.0"": 1.0, ""11.0"": 0.25, ""12.0"": 1.0, ""13.0"": 0.14}"	2.02e-13	0.001052577248169765	0.0012977455847762106	0.083577	False	NA	NA	False	NA	none	none	intergenic	untranscribed
11	11_2808605_3232154	2982732	2982747	2982726	STR_205084	1	A	15.0,16.0,17.0,18.0	16.0	"{""15.0"": 96711.52, ""16.0"": 586372.43, ""17.0"": 291680.31, ""18.0"": 53.85}"	"{""15.0"": 100817, ""16.0"": 580823, ""17.0"": 293164, ""18.0"": 14}"	"{""[15.0, 15.0]"": 6417, ""[15.0, 16.0]"": 59579, ""[15.0, 17.0]"": 28404, ""[16.0, 16.0]"": 173438, ""[16.0, 17.0]"": 174355, ""[16.0, 18.0]"": 13, ""[17.0, 17.0]"": 45202, ""[17.0, 18.0]"": 1}"	"{""15.0"": 56968.49, ""16.0"": 373769.97, ""17.0"": 183365.45, ""18.0"": 34.11}"	"{""15.0"": 59721, ""16.0"": 370168, ""17.0"": 184241, ""18.0"": 8}"	"{""[15.0, 15.0]"": 2929, ""[15.0, 16.0]"": 35976, ""[15.0, 17.0]"": 17887, ""[16.0, 16.0]"": 111772, ""[16.0, 17.0]"": 110641, ""[16.0, 18.0]"": 7, ""[17.0, 17.0]"": 27856, ""[17.0, 18.0]"": 1}"	0.09281724652057856	0.537243729724762	1.2884922775651295	0.0970285885615718	"{""15.0"": 0.98, ""16.0"": 0.99, ""17.0"": 0.99, ""18.0"": 0.67}"	1.27e-31	-0.0022923789104828396	-0.001915620308282768	1.0	False	NA	NA	True	False	none	none	intergenic	untranscribed
