phenotype	chrom	start	end	filtered_due_to_computation_burden
eosinophil_percent	19	49326081	49590469	false
eosinophil_percent	19	49732208	49982208	false
eosinophil_percent	19	51990833	52463641	false
eosinophil_percent	20	17335292	17864742	false
eosinophil_percent	20	25069611	25534287	false
eosinophil_percent	20	25987540	26388800	false
eosinophil_percent	20	29296325	30696000	false
eosinophil_percent	20	30968265	31279398	false
eosinophil_percent	20	34115735	34365735	false
eosinophil_percent	20	42512200	42804414	false
eosinophil_percent	20	48942447	49335045	false
eosinophil_percent	20	50040634	50297099	false
eosinophil_percent	21	16313793	16563793	false
eosinophil_percent	21	34259588	34750998	false
eosinophil_percent	21	36111443	36946199	false
eosinophil_percent	21	38595971	39042686	false
eosinophil_percent	21	39725955	39981897	false
eosinophil_percent	21	43695020	43981593	false
eosinophil_percent	21	45507436	45825177	false
eosinophil_percent	22	17461757	17711757	false
eosinophil_percent	22	21786220	22122591	false
eosinophil_percent	22	24317459	25029531	false
eosinophil_percent	22	31314650	32434241	false
eosinophil_percent	22	37122975	37739705	false
eosinophil_percent	22	40778362	42476188	false
eosinophil_percent	22	42496007	42746007	false
eosinophil_percent	22	46461981	46932698	false
gamma_glutamyltransferase	1	812563	1122769	false
gamma_glutamyltransferase	1	2019788	2344613	false
gamma_glutamyltransferase	1	2496078	2848193	false
gamma_glutamyltransferase	1	15643997	17077332	false
gamma_glutamyltransferase	1	17232446	17510655	false
gamma_glutamyltransferase	1	18658321	18918520	false
gamma_glutamyltransferase	1	23158362	23956324	false
gamma_glutamyltransferase	1	26867928	27472994	false
gamma_glutamyltransferase	1	45470626	46734736	false
gamma_glutamyltransferase	1	47534445	47833112	false
gamma_glutamyltransferase	1	50703316	51657590	false
gamma_glutamyltransferase	1	66885104	67135104	false
gamma_glutamyltransferase	1	82060857	82477199	false
gamma_glutamyltransferase	1	88864157	89576864	false
gamma_glutamyltransferase	1	93422830	94024133	false
gamma_glutamyltransferase	1	99729085	100165100	false
gamma_glutamyltransferase	1	101168753	101813079	false
gamma_glutamyltransferase	1	107411799	107753216	false
gamma_glutamyltransferase	1	109692590	109947166	false
gamma_glutamyltransferase	1	111475265	111865099	false
gamma_glutamyltransferase	1	120229019	120766301	false
gamma_glutamyltransferase	1	149825326	151172648	false
gamma_glutamyltransferase	1	151227436	152239106	false
gamma_glutamyltransferase	1	152663919	153043290	false
gamma_glutamyltransferase	1	154112638	154385361	false
gamma_glutamyltransferase	1	154683287	156168682	false
gamma_glutamyltransferase	1	156844896	157189929	false
gamma_glutamyltransferase	1	161265516	161857628	false
gamma_glutamyltransferase	1	177812738	178090223	false
gamma_glutamyltransferase	1	178342555	178789351	false
gamma_glutamyltransferase	1	199822467	200545001	false
gamma_glutamyltransferase	1	205336223	205586563	false
gamma_glutamyltransferase	1	214049458	214531591	false
gamma_glutamyltransferase	1	219601100	219859998	false
gamma_glutamyltransferase	1	223804086	224222358	false
gamma_glutamyltransferase	1	225739184	226027044	false
gamma_glutamyltransferase	1	232639044	232951812	false
gamma_glutamyltransferase	1	234971551	235221551	false
gamma_glutamyltransferase	2	117793	367793	false
gamma_glutamyltransferase	2	3507442	3773186	false
gamma_glutamyltransferase	2	26880609	28795980	false
gamma_glutamyltransferase	2	32724207	32974207	false
gamma_glutamyltransferase	2	37165659	37508772	false
gamma_glutamyltransferase	2	42257775	42852647	false
gamma_glutamyltransferase	2	43328721	43989089	false
gamma_glutamyltransferase	2	47887846	48891078	false
gamma_glutamyltransferase	2	62680902	63706507	false
gamma_glutamyltransferase	2	64740804	65131551	false
gamma_glutamyltransferase	2	75595372	75846957	false
gamma_glutamyltransferase	2	85614185	86005793	false
gamma_glutamyltransferase	2	101468423	101787417	false
gamma_glutamyltransferase	2	102876598	103378128	false
gamma_glutamyltransferase	2	111736838	112148641	false
gamma_glutamyltransferase	2	121180604	121478658	false
gamma_glutamyltransferase	2	133027621	133321926	false
gamma_glutamyltransferase	2	161048005	161466364	false
gamma_glutamyltransferase	2	165376849	165918561	false
gamma_glutamyltransferase	2	166478281	166765575	false
gamma_glutamyltransferase	2	169695801	170093129	false
gamma_glutamyltransferase	2	191292446	191604455	false
gamma_glutamyltransferase	2	191906650	192443684	false
gamma_glutamyltransferase	2	201998430	202462730	false
gamma_glutamyltransferase	2	218816916	219364088	false
gamma_glutamyltransferase	2	226772985	227324263	false
gamma_glutamyltransferase	2	233340847	233651458	false
gamma_glutamyltransferase	2	234488707	234738707	false
gamma_glutamyltransferase	2	242032087	242568157	false
gamma_glutamyltransferase	3	4603574	5034440	false
gamma_glutamyltransferase	3	11902240	12867026	false
gamma_glutamyltransferase	3	29215088	29493787	false
gamma_glutamyltransferase	3	36718149	37641136	false
gamma_glutamyltransferase	3	42393636	42651981	false
gamma_glutamyltransferase	3	46800539	47707724	false
gamma_glutamyltransferase	3	52415773	53121995	false
gamma_glutamyltransferase	3	100918565	101392385	false
gamma_glutamyltransferase	3	119401349	120017513	false
gamma_glutamyltransferase	3	123393388	123664882	false
gamma_glutamyltransferase	3	124140133	124475678	false
gamma_glutamyltransferase	3	125921512	126217998	false
gamma_glutamyltransferase	3	128966143	129405944	false
gamma_glutamyltransferase	3	135494585	137241656	false
gamma_glutamyltransferase	3	148920254	149350903	false
gamma_glutamyltransferase	3	159878677	160591737	false
gamma_glutamyltransferase	3	170387845	170974774	false
gamma_glutamyltransferase	3	172098982	172419500	false
gamma_glutamyltransferase	3	185365184	185673663	false
gamma_glutamyltransferase	3	187628784	188016304	false
gamma_glutamyltransferase	4	1561555	1906113	false
gamma_glutamyltransferase	4	2720274	3645097	false
gamma_glutamyltransferase	4	35980824	36331912	false
gamma_glutamyltransferase	4	37357779	37654168	false
gamma_glutamyltransferase	4	39270570	39613013	false
gamma_glutamyltransferase	4	69176542	70637801	false
gamma_glutamyltransferase	4	79368843	79769279	false
gamma_glutamyltransferase	4	87855066	88356140	false
gamma_glutamyltransferase	4	89551867	89802537	false
gamma_glutamyltransferase	4	100114319	100364319	false
gamma_glutamyltransferase	4	103063709	103323082	false
gamma_glutamyltransferase	4	105487241	105851902	false
gamma_glutamyltransferase	4	140733717	140993044	false
gamma_glutamyltransferase	4	146230571	146995425	false
gamma_glutamyltransferase	4	184065877	184372352	false
gamma_glutamyltransferase	5	30803750	31194005	false
gamma_glutamyltransferase	5	51730950	52919222	false
gamma_glutamyltransferase	5	53146420	53447694	false
gamma_glutamyltransferase	5	55678533	56001283	false
gamma_glutamyltransferase	5	71776298	72548325	false
gamma_glutamyltransferase	5	75567003	75868907	false
gamma_glutamyltransferase	5	75979829	76260153	false
gamma_glutamyltransferase	5	77678765	77941007	false
gamma_glutamyltransferase	5	78289337	78550747	false
gamma_glutamyltransferase	5	106383913	107191048	false
gamma_glutamyltransferase	5	112345641	112670920	false
gamma_glutamyltransferase	5	122560727	122928481	false
gamma_glutamyltransferase	5	131964825	132591540	false
gamma_glutamyltransferase	5	156564870	157216537	false
gamma_glutamyltransferase	5	166656070	166971135	false
gamma_glutamyltransferase	5	171655087	171991950	false
gamma_glutamyltransferase	6	6962215	7397089	false
gamma_glutamyltransferase	6	21686260	22114165	false
gamma_glutamyltransferase	6	34040351	35511872	false
gamma_glutamyltransferase	6	43631863	43890533	false
gamma_glutamyltransferase	6	53768446	54414275	false
gamma_glutamyltransferase	6	98277801	98546856	false
gamma_glutamyltransferase	6	126534043	127173609	false
gamma_glutamyltransferase	6	127288222	127648603	false
gamma_glutamyltransferase	6	130196899	130547142	false
gamma_glutamyltransferase	6	139071156	139461016	false
gamma_glutamyltransferase	6	152818434	153186375	false
gamma_glutamyltransferase	6	158251369	159019872	false
gamma_glutamyltransferase	6	159056885	159393585	false
gamma_glutamyltransferase	6	167995252	168315992	false
gamma_glutamyltransferase	7	872334	1746247	false
gamma_glutamyltransferase	7	25821564	26411936	false
gamma_glutamyltransferase	7	28469922	28727778	false
gamma_glutamyltransferase	7	28754177	29089724	false
gamma_glutamyltransferase	7	37327730	37577730	false
gamma_glutamyltransferase	7	44080906	44341137	false
gamma_glutamyltransferase	7	44650860	45080357	false
gamma_glutamyltransferase	7	71683047	73325291	false
gamma_glutamyltransferase	7	74913408	75301196	false
gamma_glutamyltransferase	7	76988565	77720308	false
gamma_glutamyltransferase	7	92283370	92533370	false
gamma_glutamyltransferase	7	116195886	116871204	false
gamma_glutamyltransferase	7	134413340	135287897	false
gamma_glutamyltransferase	7	142955060	143355113	false
gamma_glutamyltransferase	7	150633482	150886314	false
gamma_glutamyltransferase	8	7993600	12003338	false
gamma_glutamyltransferase	8	18114760	18398300	false
gamma_glutamyltransferase	8	21779212	22139358	false
gamma_glutamyltransferase	8	22748533	22998533	false
gamma_glutamyltransferase	8	30154355	30647313	false
gamma_glutamyltransferase	8	55281067	55893130	false
gamma_glutamyltransferase	8	58966172	59692885	false
gamma_glutamyltransferase	8	76326098	76685454	false
gamma_glutamyltransferase	8	95690987	96234663	false
gamma_glutamyltransferase	8	119954748	120341830	false
gamma_glutamyltransferase	8	126319788	126648523	false
gamma_glutamyltransferase	9	4000631	4430064	false
gamma_glutamyltransferase	9	14167138	14417207	false
gamma_glutamyltransferase	9	35606560	35879500	false
gamma_glutamyltransferase	9	86516123	86766126	false
gamma_glutamyltransferase	9	92051553	92392239	false
gamma_glutamyltransferase	9	111688832	112385246	false
gamma_glutamyltransferase	9	131246672	131795457	false
gamma_glutamyltransferase	9	134677170	135071089	false
gamma_glutamyltransferase	9	135917324	136488124	false
gamma_glutamyltransferase	10	680990	930990	false
gamma_glutamyltransferase	10	5113020	5453050	false
gamma_glutamyltransferase	10	11751422	12059479	false
gamma_glutamyltransferase	10	34835077	35309092	false
gamma_glutamyltransferase	10	45827745	46149534	false
gamma_glutamyltransferase	10	52448772	52914470	false
gamma_glutamyltransferase	10	54328729	54578729	false
gamma_glutamyltransferase	10	60103731	60500613	false
gamma_glutamyltransferase	10	61429541	61679541	false
gamma_glutamyltransferase	10	62282363	62532363	false
gamma_glutamyltransferase	10	64748232	65523466	false
gamma_glutamyltransferase	10	74611048	74861048	false
gamma_glutamyltransferase	10	75384273	75704510	false
gamma_glutamyltransferase	10	79353949	80065471	false
gamma_glutamyltransferase	10	89478315	89932366	false
gamma_glutamyltransferase	10	94647638	94971093	false
gamma_glutamyltransferase	10	95208063	95458063	false
gamma_glutamyltransferase	10	95891132	96233697	false
gamma_glutamyltransferase	10	98323239	98598098	false
gamma_glutamyltransferase	10	101142534	102210102	false
gamma_glutamyltransferase	10	102521342	102896573	false
gamma_glutamyltransferase	10	123118197	123428868	false
gamma_glutamyltransferase	10	126179677	126662000	false
gamma_glutamyltransferase	11	727097	1169938	false
gamma_glutamyltransferase	11	11706098	12200465	false
gamma_glutamyltransferase	11	34492336	34782243	false
gamma_glutamyltransferase	11	46575737	48071836	false
gamma_glutamyltransferase	11	48344105	48594105	false
gamma_glutamyltransferase	11	51022055	51272055	false
gamma_glutamyltransferase	11	57135034	58561939	false
gamma_glutamyltransferase	11	61891765	62326586	false
gamma_glutamyltransferase	11	63748673	63998673	false
gamma_glutamyltransferase	11	65255916	65742324	false
gamma_glutamyltransferase	11	69326910	69618665	false
gamma_glutamyltransferase	11	76145683	76427067	false
gamma_glutamyltransferase	11	78450986	78997037	false
gamma_glutamyltransferase	11	118062417	118850189	false
gamma_glutamyltransferase	11	122375846	122730726	false
gamma_glutamyltransferase	11	126107337	126369173	false
gamma_glutamyltransferase	12	4259844	4509844	false
gamma_glutamyltransferase	12	6368351	6636657	false
gamma_glutamyltransferase	12	6760076	7306948	false
gamma_glutamyltransferase	12	11643558	11916685	false
gamma_glutamyltransferase	12	15195385	15477051	false
gamma_glutamyltransferase	12	20453881	20711395	false
gamma_glutamyltransferase	12	20829083	21871270	false
gamma_glutamyltransferase	12	23969872	24226156	false
gamma_glutamyltransferase	12	25160487	25539408	false
gamma_glutamyltransferase	12	51654544	52044819	false
gamma_glutamyltransferase	12	53135775	53431395	false
gamma_glutamyltransferase	12	56924532	57174532	false
gamma_glutamyltransferase	12	81215469	81499694	false
gamma_glutamyltransferase	12	83813605	84254119	false
gamma_glutamyltransferase	12	89701293	90064095	false
gamma_glutamyltransferase	12	95689397	96062798	false
gamma_glutamyltransferase	12	100656888	101030556	false
gamma_glutamyltransferase	12	106249507	106555719	false
gamma_glutamyltransferase	12	108903679	109393639	false
gamma_glutamyltransferase	12	111304783	111771519	false
gamma_glutamyltransferase	12	115361907	115659005	false
gamma_glutamyltransferase	12	119899606	122054055	false
gamma_glutamyltransferase	12	123075334	123325334	false
gamma_glutamyltransferase	12	124710352	125002186	false
gamma_glutamyltransferase	13	27504228	28010070	false
gamma_glutamyltransferase	13	28303793	28634018	false
gamma_glutamyltransferase	13	30887459	31170086	false
gamma_glutamyltransferase	13	41321719	41814067	false
gamma_glutamyltransferase	13	73509051	73759051	false
gamma_glutamyltransferase	13	110792507	111195665	false
gamma_glutamyltransferase	13	111226358	111531396	false
gamma_glutamyltransferase	14	35090829	35479552	false
gamma_glutamyltransferase	14	49933006	50183006	false
gamma_glutamyltransferase	14	50314504	50780357	false
gamma_glutamyltransferase	14	69305370	69841438	false
gamma_glutamyltransferase	14	73273446	73842433	false
gamma_glutamyltransferase	14	94718818	94968818	false
gamma_glutamyltransferase	14	102409523	104500359	false
gamma_glutamyltransferase	14	104516592	104766592	false
gamma_glutamyltransferase	15	39740384	40109239	false
gamma_glutamyltransferase	15	40198931	40522191	false
gamma_glutamyltransferase	15	42974550	43485509	false
gamma_glutamyltransferase	15	43498397	45072434	false
gamma_glutamyltransferase	15	50684669	51279001	false
gamma_glutamyltransferase	15	51327387	51663810	false
gamma_glutamyltransferase	15	56806193	57995866	false
gamma_glutamyltransferase	15	58546721	58835627	false
gamma_glutamyltransferase	15	60560139	61109270	false
gamma_glutamyltransferase	15	63204128	63465292	false
gamma_glutamyltransferase	15	63610743	63920628	false
gamma_glutamyltransferase	15	67342541	67770243	false
gamma_glutamyltransferase	15	71976851	73217498	false
gamma_glutamyltransferase	15	73505686	74191833	false
gamma_glutamyltransferase	15	85595485	86172922	false
gamma_glutamyltransferase	15	90507720	90945721	false
gamma_glutamyltransferase	15	96578323	96847963	false
gamma_glutamyltransferase	16	216120	565944	false
gamma_glutamyltransferase	16	1127369	1377369	false
gamma_glutamyltransferase	16	1898217	2420075	false
gamma_glutamyltransferase	16	3417745	3669040	false
gamma_glutamyltransferase	16	11494149	11770777	false
gamma_glutamyltransferase	16	30346109	31272262	false
gamma_glutamyltransferase	16	51033710	51619862	false
gamma_glutamyltransferase	16	57932627	58363326	false
gamma_glutamyltransferase	16	71485276	72373130	false
gamma_glutamyltransferase	16	80292912	80681977	false
gamma_glutamyltransferase	16	88386548	88678198	false
gamma_glutamyltransferase	17	7963536	8370165	false
gamma_glutamyltransferase	17	16836899	17123241	false
gamma_glutamyltransferase	17	29264026	29865906	false
gamma_glutamyltransferase	17	35948320	36354129	false
gamma_glutamyltransferase	17	37777864	38247200	false
gamma_glutamyltransferase	17	40446284	40914038	false
gamma_glutamyltransferase	17	46832696	47172868	false
gamma_glutamyltransferase	17	57676597	58036230	false
gamma_glutamyltransferase	17	59945561	60311320	false
gamma_glutamyltransferase	17	65639164	66289918	false
gamma_glutamyltransferase	17	69777363	70273198	false
gamma_glutamyltransferase	17	72997167	73514145	false
gamma_glutamyltransferase	17	75203360	75511909	false
gamma_glutamyltransferase	17	76533346	77010586	false
gamma_glutamyltransferase	17	79284189	79791512	false
gamma_glutamyltransferase	18	687661	952532	false
gamma_glutamyltransferase	18	19364906	19803616	false
gamma_glutamyltransferase	18	55126916	55530153	false
gamma_glutamyltransferase	18	55790969	56334387	false
gamma_glutamyltransferase	18	60658211	60970884	false
gamma_glutamyltransferase	19	654398	961259	false
gamma_glutamyltransferase	19	3602478	3852478	false
gamma_glutamyltransferase	19	5694228	5976801	false
gamma_glutamyltransferase	19	6540020	6800989	false
gamma_glutamyltransferase	19	7050845	7300845	false
gamma_glutamyltransferase	19	14047728	14297951	false
gamma_glutamyltransferase	19	17701412	18000755	false
gamma_glutamyltransferase	19	18053616	18534068	false
gamma_glutamyltransferase	19	19335541	19585541	false
gamma_glutamyltransferase	19	33352716	34149433	false
gamma_glutamyltransferase	19	35903981	36170772	false
gamma_glutamyltransferase	19	38440085	38948612	false
gamma_glutamyltransferase	19	39268005	39567992	false
gamma_glutamyltransferase	19	41604868	41951020	false
gamma_glutamyltransferase	19	47456464	47861992	false
gamma_glutamyltransferase	19	48003205	48284518	false
gamma_glutamyltransferase	19	48967627	49502086	false
gamma_glutamyltransferase	19	49891479	50152270	false
gamma_glutamyltransferase	19	52171537	52425562	false
gamma_glutamyltransferase	20	3024214	3334083	false
gamma_glutamyltransferase	20	3452832	3833995	false
gamma_glutamyltransferase	20	10491382	10765042	false
gamma_glutamyltransferase	20	14231642	14820004	false
gamma_glutamyltransferase	20	31140158	31613466	false
gamma_glutamyltransferase	20	39489075	40392858	false
gamma_glutamyltransferase	20	42917364	43167364	false
gamma_glutamyltransferase	20	45425489	45682469	false
gamma_glutamyltransferase	20	60402731	60772835	false
gamma_glutamyltransferase	20	62071807	62525021	false
gamma_glutamyltransferase	21	29867536	30971760	false
gamma_glutamyltransferase	21	42136734	42391773	false
gamma_glutamyltransferase	21	42754403	43029814	false
gamma_glutamyltransferase	21	46054024	46619510	false
gamma_glutamyltransferase	22	18157715	18641782	false
gamma_glutamyltransferase	22	21785280	22108260	false
gamma_glutamyltransferase	22	23776282	25846832	false
gamma_glutamyltransferase	22	25868761	26118761	false
gamma_glutamyltransferase	22	28327598	29257752	false
gamma_glutamyltransferase	22	38007651	38317071	false
gamma_glutamyltransferase	22	38744447	39291352	false
gamma_glutamyltransferase	22	44294010	44550802	false
gamma_glutamyltransferase	22	50741439	50994297	false
glucose	1	2982287	3232547	false
glucose	1	100694273	101051991	false
glucose	1	118003145	118350351	false
glucose	1	184547098	184797098	false
glucose	1	213870781	214380583	false
glucose	1	229517499	229816724	false
glucose	2	26884478	28402414	false
glucose	2	43296344	44032630	false
glucose	2	45063353	45321822	false
glucose	2	158369100	158645905	false
glucose	2	161034318	161494322	false
glucose	2	168441486	168691486	false
glucose	2	168794586	169044586	false
glucose	2	169054828	170088351	false
glucose	3	25256124	25518837	false
glucose	3	35610066	35860066	false
glucose	3	49231573	49481573	false
glucose	3	100085509	100360954	false
glucose	3	122670290	123320337	false
glucose	3	140911666	141294234	false
glucose	3	159879026	160434529	false
glucose	3	169032073	169319244	false
glucose	3	170262097	170982240	false
glucose	3	187615523	187866842	false
glucose	4	6161711	6431763	false
glucose	4	18080102	18334550	false
glucose	4	94700248	95060834	false
glucose	4	99894089	100144089	false
glucose	4	105939754	106321829	false
glucose	4	185549313	185865064	false
glucose	5	14618722	14893092	false
glucose	5	44560857	45031986	false
glucose	5	76299949	76579559	false
glucose	5	87318958	87855027	false
glucose	5	95392458	95890413	false
glucose	6	6982404	7582621	false
glucose	6	20516336	20868501	false
glucose	6	33384476	33750696	false
glucose	6	38892062	39231161	false
glucose	6	43679103	43954941	false
glucose	6	117074790	117455177	false
glucose	6	127273251	127562399	false
glucose	6	137108478	137389748	false
glucose	6	153242613	153577133	false
glucose	7	1457736	1707736	false
glucose	7	14508685	15251760	false
glucose	7	28017088	28385312	false
glucose	7	43454597	44879826	false
glucose	7	44895755	45251100	false
glucose	7	50356323	51169510	false
glucose	7	89685261	90076371	false
glucose	7	100092086	100788854	false
glucose	8	9043146	9365101	false
glucose	8	95691132	96117473	false
glucose	8	117920519	118361975	false
glucose	8	145385507	145635507	false
glucose	9	4132627	4430959	false
glucose	9	21829653	22264220	false
glucose	9	33119483	33509569	false
glucose	9	111502658	111934592	false
glucose	9	135956319	136433796	false
glucose	9	139110415	139397502	false
glucose	10	12049567	12453010	false
glucose	10	26368792	26740831	false
glucose	10	52512925	52773027	false
glucose	10	57302557	57626198	false
glucose	10	112743823	113812663	false
glucose	10	114433142	115045089	false
glucose	10	121516530	121803111	false
glucose	11	2033179	2309848	false
glucose	11	2566471	2983800	false
glucose	11	8122020	8380855	false
glucose	11	11681317	11988080	false
glucose	11	14174149	14888828	false
glucose	11	14978981	15228981	false
glucose	11	17214519	17546886	false
glucose	11	46336460	48068419	false
glucose	11	50600201	50899064	false
glucose	11	51087286	51672575	false
glucose	11	56166822	56755864	false
glucose	11	61417006	61751270	false
glucose	11	68199482	68449482	false
glucose	11	72280450	72603320	false
glucose	12	4203521	4509844	false
glucose	12	27794006	28090150	false
glucose	12	57491061	58027438	false
glucose	12	97687167	97996050	false
glucose	12	121839375	122089375	false
glucose	12	125460506	125725724	false
glucose	12	132933157	133250871	false
glucose	13	26651255	27110068	false
glucose	13	28328210	28671266	false
glucose	13	33428627	33714834	false
glucose	13	80521006	80884290	false
glucose	14	89902123	90210120	false
glucose	14	100667126	100968804	false
glucose	15	62006989	62506630	false
glucose	15	63679543	64271010	false
glucose	15	77259002	77969554	false
glucose	16	1944	693713	false
glucose	16	4102922	4368020	false
glucose	16	53673319	53956771	false
glucose	17	17205805	17526736	false
glucose	17	27463806	28005128	false
glucose	17	35972775	36228565	false
glucose	17	45199640	45911452	false
glucose	17	46149614	46399614	false
glucose	17	62077689	62329047	false
glucose	17	66269054	66630856	false
glucose	17	71637022	71887022	false
glucose	19	39280070	39562411	false
glucose	19	46024618	46495381	false
glucose	19	47444003	47694003	false
glucose	20	22367200	22707954	false
glucose	20	32260089	32583659	false
glucose	20	43378276	43673431	false
glucose	20	51502634	51752634	false
glucose	20	57151979	57588472	false
glucose	22	30462972	30734554	false
glycated_haemoglobin	1	3556599	3908498	false
glycated_haemoglobin	1	6447957	6915946	false
glycated_haemoglobin	1	19636044	19904287	false
glycated_haemoglobin	1	21812559	22103648	false
glycated_haemoglobin	1	25375482	26080435	false
glycated_haemoglobin	1	26162466	26502726	false
glycated_haemoglobin	1	26601127	27104685	false
glycated_haemoglobin	1	28888137	29719563	false
glycated_haemoglobin	1	38143797	38580389	false
glycated_haemoglobin	1	39426488	40214945	false
glycated_haemoglobin	1	42238275	42496414	false
glycated_haemoglobin	1	45716095	46734736	false
glycated_haemoglobin	1	50701624	52117336	false
glycated_haemoglobin	1	53087978	53569836	false
glycated_haemoglobin	1	77945458	78707702	false
glycated_haemoglobin	1	100750628	101000628	false
glycated_haemoglobin	1	111615345	111865345	false
glycated_haemoglobin	1	118001734	118408095	false
glycated_haemoglobin	1	120492561	120742561	false
glycated_haemoglobin	1	149546931	151303491	false
glycated_haemoglobin	1	154270839	154553683	false
glycated_haemoglobin	1	154909632	155759560	false
glycated_haemoglobin	1	156309703	156599929	false
glycated_haemoglobin	1	157948456	159017663	false
glycated_haemoglobin	1	167990364	168269036	false
glycated_haemoglobin	1	172183238	172578840	false
glycated_haemoglobin	1	203524185	203822870	false
glycated_haemoglobin	1	206388621	206751875	false
glycated_haemoglobin	1	207032770	207376518	false
glycated_haemoglobin	1	207792499	208150926	false
glycated_haemoglobin	1	212226469	212476469	false
glycated_haemoglobin	1	213560818	214412420	false
glycated_haemoglobin	1	222181961	222431961	false
glycated_haemoglobin	1	224419529	224778597	false
glycated_haemoglobin	1	229491693	229843135	false
glycated_haemoglobin	1	247594769	247847588	false
glycated_haemoglobin	1	247881989	248168792	false
glycated_haemoglobin	2	1241378	1491378	false
glycated_haemoglobin	2	8438029	8688029	false
glycated_haemoglobin	2	21096035	21362544	false
glycated_haemoglobin	2	23744571	24794594	false
glycated_haemoglobin	2	26136793	26490875	false
glycated_haemoglobin	2	27368045	28386163	false
glycated_haemoglobin	2	36922319	37314296	false
glycated_haemoglobin	2	43294493	44162396	false
glycated_haemoglobin	2	45063353	45321822	false
glycated_haemoglobin	2	47879251	48876720	false
glycated_haemoglobin	2	60478950	60852629	false
glycated_haemoglobin	2	68784258	69079041	false
glycated_haemoglobin	2	96856369	97106369	false
glycated_haemoglobin	2	111735787	112065147	false
glycated_haemoglobin	2	127318757	127576514	false
glycated_haemoglobin	2	145102050	145367122	false
glycated_haemoglobin	2	158324081	158574081	false
glycated_haemoglobin	2	161225906	161493967	false
glycated_haemoglobin	2	165376849	165682318	false
glycated_haemoglobin	2	169064289	170037240	false
glycated_haemoglobin	2	174789908	175608189	false
glycated_haemoglobin	2	201998430	202311986	false
glycated_haemoglobin	2	218543974	218793974	false
glycated_haemoglobin	2	218841315	219321344	false
glycated_haemoglobin	2	226895653	227324263	false
glycated_haemoglobin	2	233967825	234500944	false
glycated_haemoglobin	3	11901709	12981856	false
glycated_haemoglobin	3	23144770	23606062	false
glycated_haemoglobin	3	27632018	27925325	false
glycated_haemoglobin	3	37844633	38332038	false
glycated_haemoglobin	3	46828721	47930261	false
glycated_haemoglobin	3	48054876	50661273	false
glycated_haemoglobin	3	50840468	51090468	false
glycated_haemoglobin	3	51105808	51580191	false
glycated_haemoglobin	3	51599135	51849135	false
glycated_haemoglobin	3	52724878	53256948	false
glycated_haemoglobin	3	56724749	56974749	false
glycated_haemoglobin	3	64573813	64855121	false
glycated_haemoglobin	3	121863690	122113690	false
glycated_haemoglobin	3	122745721	123295334	false
glycated_haemoglobin	3	124721493	125359088	false
glycated_haemoglobin	3	128626670	128876670	false
glycated_haemoglobin	3	129174265	129467469	false
glycated_haemoglobin	3	137872742	138472164	false
glycated_haemoglobin	3	140911666	141294234	false
glycated_haemoglobin	3	142528512	142778512	false
glycated_haemoglobin	3	151867162	152684053	false
glycated_haemoglobin	3	159505084	160434529	false
glycated_haemoglobin	3	170196494	170980867	false
glycated_haemoglobin	3	171199489	171958266	false
glycated_haemoglobin	3	176747189	177038548	false
glycated_haemoglobin	3	182379827	182765639	false
glycated_haemoglobin	3	185334675	185689276	false
glycated_haemoglobin	3	186504289	186799138	false
glycated_haemoglobin	3	187558184	187919898	false
glycated_haemoglobin	3	195655856	196676606	false
glycated_haemoglobin	4	6139239	6445517	false
glycated_haemoglobin	4	17912800	18387156	false
glycated_haemoglobin	4	48854085	49450337	false
glycated_haemoglobin	4	52535684	53060681	false
glycated_haemoglobin	4	88788121	89324397	false
glycated_haemoglobin	4	95830792	96223094	false
glycated_haemoglobin	4	103282428	104113899	false
glycated_haemoglobin	4	105923291	106339667	false
glycated_haemoglobin	4	109970620	111073011	false
glycated_haemoglobin	4	143914703	146206852	false
glycated_haemoglobin	4	154293561	154568121	false
glycated_haemoglobin	4	157504342	157940887	false
glycated_haemoglobin	4	185450608	185888310	false
glycated_haemoglobin	5	879312	1245954	false
glycated_haemoglobin	5	14441205	14982224	false
glycated_haemoglobin	5	34376378	34665293	false
glycated_haemoglobin	5	43065861	43315861	false
glycated_haemoglobin	5	53287620	53588117	false
glycated_haemoglobin	5	54738190	55001985	false
glycated_haemoglobin	5	55104114	55433631	false
glycated_haemoglobin	5	74857207	75271775	false
glycated_haemoglobin	5	75443970	75744467	false
glycated_haemoglobin	5	75871909	76121909	false
glycated_haemoglobin	5	76299949	76579559	false
glycated_haemoglobin	5	87131610	88010499	false
glycated_haemoglobin	5	95031393	95288437	false
glycated_haemoglobin	5	95402057	95890413	false
glycated_haemoglobin	5	112127258	112498718	false
glycated_haemoglobin	5	131671922	131960395	false
glycated_haemoglobin	5	132250435	132570760	false
glycated_haemoglobin	5	156229477	156608396	false
glycated_haemoglobin	5	158047225	158564165	false
glycated_haemoglobin	5	167784874	168136211	false
glycated_haemoglobin	5	177504692	177765864	false
glycated_haemoglobin	6	3237054	3595613	false
glycated_haemoglobin	6	6774811	7552427	false
glycated_haemoglobin	6	7945685	8195701	false
glycated_haemoglobin	6	11890296	12146371	false
glycated_haemoglobin	6	20304804	21285817	false
glycated_haemoglobin	6	24741495	25109879	false
glycated_haemoglobin	6	38908168	39180012	false
glycated_haemoglobin	6	43551314	43890533	false
glycated_haemoglobin	6	52983059	53346982	false
