str-isoform	gene_name	sample_n	GT_n	p_values	slope	error	shuffled_p	shuffled_slope	shuffled_error	BF_p	FDR_p	rej	Tissue	Sample_tshld
chr4_122327099-ENST00000419325.5	KIAA1109	105	5	0.9597935121466026	0.004765529129286282	0.09422705975656474	0.5498064851388457	0.06851404537458365	0.11406420545402884	1.0	1.0	False	Brain_Amygdala	100
chr4_82942134-ENST00000510877.5	LIN54	109	6	0.4421813525680801	0.08846532687673771	0.114554011821943	0.5394072073975837	-0.0709100681524045	0.11505870613367658	1.0	1.0	False	Brain_Amygdala	100
chr4_82942134-ENST00000446851.6	LIN54	109	6	0.02729310771288925	0.2364685462968241	0.10521361431897223	0.9202121389155832	0.010647479834490785	0.10597097391108104	0.21834486170311404	1.0	False	Brain_Amygdala	100
chr4_82942134-ENST00000442461.6	LIN54	109	6	0.07672901403663643	-0.1967401147893687	0.10975286512094272	0.7056684915747553	0.04178981705107728	0.1102637720501706	0.6138321122930914	1.0	False	Brain_Amygdala	100
chr4_82942134-ENST00000340417.7	LIN54	109	6	0.05295802457482792	-0.16209778159003374	0.08254862752555936	0.13020663456000411	0.1609318066980719	0.10527898736852584	0.4766222211734512	1.0	False	Brain_Amygdala	100
chr3_171780542-ENST00000460926.1	PLD1	103	6	0.03855739209012258	-0.2337540152870917	0.11102430943927012	0.4344353688982064	0.0883412436169233	0.1124239142595163	0.07711478418024517	1.0	False	Brain_Amygdala	100
chr3_171780542-ENST00000356327.9	PLD1	103	6	0.06828288547248376	0.20867647914085866	0.11283247582435985	0.09234829432802093	-0.18603255257879012	0.10913360873543963	0.6145459692523538	1.0	False	Brain_Amygdala	100
chr3_171780542-ENST00000351298.8	PLD1	103	6	0.01950733036636457	0.2669048390380703	0.11184821478321524	0.9867393319499804	-0.001782646569196072	0.10690326141913377	0.1755659732972812	1.0	False	Brain_Amygdala	100
chr3_128484635-ENST00000489987.1	GATA2	105	5	0.39287747987823707	0.09910740012882566	0.1153519892679138	0.7924917995775677	-0.03195059603182804	0.12103431327200795	0.7857549597564741	1.0	False	Brain_Amygdala	100
chr3_128484635-ENST00000487848.5	GATA2	105	5	0.7524435598127195	0.036276287615457765	0.11460507360194115	0.3384545054842333	0.11687102815889115	0.12134394675938648	1.0	1.0	False	Brain_Amygdala	100
chr3_128484635-ENST00000430265.6	GATA2	105	5	0.5697416811564474	-0.07083905375864068	0.1240937730685228	0.02473262320116665	-0.2592348812346063	0.11320966099564506	1.0	1.0	False	Brain_Amygdala	100
chr3_128484635-ENST00000341105.6	GATA2	105	5	0.4970061391950752	-0.07418848462319502	0.10871661852315732	0.2980406114219795	0.12858007797629525	0.12273322863502795	1.0	1.0	False	Brain_Amygdala	100
chr3_112352541-ENST00000478595.1	CD200	102	8	0.9821741036760692	0.0019011336334186504	0.08480410291134835	0.7553307708892001	0.031029390637011142	0.09921140106721632	1.0	1.0	False	Brain_Amygdala	100
chr3_112352541-ENST00000383681.7	CD200	102	8	0.7692231605026238	0.0332165035970416	0.11280644923589672	0.3465720623049302	0.1076171220883566	0.11361445055849012	1.0	1.0	False	Brain_Amygdala	100
chr3_112352541-ENST00000315711.12	CD200	102	8	0.6025564996029673	-0.05445211128633271	0.10412658466227097	0.015973185827702914	-0.2718743723225739	0.11027641430059948	1.0	1.0	False	Brain_Amygdala	100
chr2_233335576-ENST00000492629.1	SAG	108	3	0.6947883236449492	-0.04445708466648025	0.11290223957906907	0.06048162436510545	0.21734883995727589	0.11416309666554955	1.0	1.0	False	Brain_Amygdala	100
chr2_233335576-ENST00000474220.5	SAG	108	3	0.09769581939927298	0.18476985751835895	0.11027851972942897	0.27129723582157744	-0.11597487779745175	0.10470483104841197	0.4884790969963649	1.0	False	Brain_Amygdala	100
chr2_233335576-ENST00000483231.5	SAG	108	3	0.09499849315496724	-0.17226200070650474	0.10196945589186368	0.6532662536085627	0.05192972218998233	0.1151689983312568	0.5699909589298036	1.0	False	Brain_Amygdala	100
chr2_233335576-ENST00000474206.1	SAG	108	3	0.6889093264662283	0.04676132517974487	0.11638746624991594	0.3207360336798133	0.11196161582916016	0.1120658282663497	1.0	1.0	False	Brain_Amygdala	100
chr2_233335576-ENST00000473771.1	SAG	108	3	0.4576048368562165	0.08385142577488355	0.11234567677965956	0.7008098878489057	0.04494214090881965	0.11655370184646767	1.0	1.0	False	Brain_Amygdala	100
chr2_233335576-ENST00000409110.5	SAG	108	3	0.6233966841260776	-0.05270834528015477	0.10692895914510203	0.5970025067574896	0.06263828666077413	0.1180049793638977	1.0	1.0	False	Brain_Amygdala	100
chr2_111150883-ENST00000622612.4	BCL2L11	108	6	0.9784136289606479	-0.003050890040209545	0.11240680948234784	0.4566650647817172	-0.0856308761832446	0.11448964069071578	1.0	1.0	False	Brain_Amygdala	100
chr2_111150883-ENST00000620862.4	BCL2L11	108	6	0.27331834405025823	0.11767164286953476	0.10668883953882627	0.8813613885745366	-0.016334360854570247	0.10910280883841993	1.0	1.0	False	Brain_Amygdala	100
chr2_111150883-ENST00000393256.7	BCL2L11	108	6	0.9135025226320459	-0.012485951050383935	0.1145905026365062	0.580576216769078	0.06306902555435738	0.11368364706356658	1.0	1.0	False	Brain_Amygdala	100
chr2_60496769-ENST00000489516.6	BCL11A	101	5	0.6787128428164725	0.04575713727104316	0.11002900498218884	0.7287653671196566	0.03871803404530734	0.1112318725062017	1.0	1.0	False	Brain_Amygdala	100
chr1_230901420-ENST00000366662.8	TTC13	106	3	0.6371465269448675	-0.044899330959744514	0.09481988383911327	0.14039407056970002	-0.15735554259676274	0.10565850466809774	1.0	1.0	False	Brain_Amygdala	100
chr1_230901420-ENST00000366661.8	TTC13	106	3	0.2416980809164268	0.10561974826267054	0.08953834924956651	0.2896905221662908	-0.12467614367821453	0.11696181576800847	1.0	1.0	False	Brain_Amygdala	100
chr1_204557905-ENST00000444261.1	MDM4	100	8	0.9951190217890004	-0.0007245362143442452	0.11803295012184956	0.5315963770643946	0.08443226048438424	0.13432564277821246	1.0	1.0	False	Brain_Amygdala	100
chr1_204557905-ENST00000367179.7	MDM4	100	8	0.8079884324659397	0.031940298080989665	0.13095375083263322	0.8812764284858181	-0.019360397152458568	0.1291768207749215	1.0	1.0	False	Brain_Amygdala	100
chr1_204557905-ENST00000614459.4	MDM4	100	8	0.18623025733244444	0.16907036592194286	0.12670430091425738	0.25433083059681266	-0.15034344943096506	0.1308538896824083	0.5586907719973333	1.0	False	Brain_Amygdala	100
chr1_204557905-ENST00000612738.4	MDM4	100	8	0.056672665404583523	-0.2275631390146366	0.11751020891825607	0.3374172767901837	-0.1209355093921211	0.12523994706809854	0.17001799621375058	1.0	False	Brain_Amygdala	100
chr1_204557905-ENST00000391947.6	MDM4	100	8	0.9235537673272955	0.012388291686960123	0.1286554749858837	0.6422706587790863	-0.06297162439715931	0.13499708516879286	1.0	1.0	False	Brain_Amygdala	100
chr1_204557905-ENST00000367183.7	MDM4	100	8	0.3666659182977872	-0.11635645329669304	0.1280920666605149	0.1835797638612696	-0.16239089934102766	0.12095760539774833	1.0	1.0	False	Brain_Amygdala	100
chr1_204557905-ENST00000367182.7	MDM4	100	8	0.116201055263843	0.1897441681098473	0.11935074503338855	0.8928651451814598	-0.01725469736978346	0.12767059924793958	0.3486031657915289	1.0	False	Brain_Amygdala	100
chr1_150579759-ENST00000620947.4	MCL1	105	5	0.02207585723926689	-0.18424764867670307	0.07888221224966528	0.26899913854086754	0.12621559518320488	0.11337078932743692	0.08830342895706755	1.0	False	Brain_Amygdala	100
chr1_150579759-ENST00000369026.2	MCL1	105	5	0.02173361941552936	0.18996608490051686	0.0811130768024554	0.8589924449608759	0.020626164512750338	0.11571784198444478	0.08693447766211743	1.0	False	Brain_Amygdala	100
chr1_3170058-ENST00000270722.9	PRDM16	108	4	0.4125475256443555	0.07879454589936465	0.09566312985410473	0.5731073344023572	-0.06687779860952255	0.11820458300225033	1.0	1.0	False	Brain_Amygdala	100
chr22_41365378-ENST00000406644.7	TEF	127	9	0.8092396355387067	-0.02458684615706596	0.10157891838499856	0.8448521188329603	-0.02097202711827016	0.1068912956420347	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr20_19921845-ENST00000255006.10	RIN2	129	9	0.5033031988183589	0.06418709962320088	0.09556141965845158	0.34249516312004435	-0.09946582315327354	0.10429574486786863	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr19_55051418-ENST00000610356.4	RDH13	111	5	0.7128662240723271	0.039543194603753835	0.1070888815116445	0.6733857200608533	0.05004937173611165	0.11832367744705513	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr19_55051418-ENST00000415061.7	RDH13	111	5	0.4532724923278455	0.08403058983760375	0.11152435532820486	0.5671475013363876	-0.06689827595561285	0.11644084763277975	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr19_55051418-ENST00000592423.1	RDH13	111	5	0.5066158520645838	0.06667214776244665	0.09996192426689003	0.36105370652340496	0.11542151992379993	0.12568058400946608	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr19_55051418-ENST00000586331.1	RDH13	111	5	0.3860065985170689	-0.05183511019165672	0.05948323604448188	0.4878975868638764	0.07965170540215259	0.11432276886772585	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr19_49525050-ENST00000597801.1	RCN3	131	3	0.20915052514986945	-0.1247669777790058	0.09872875336011427	0.08137317495721683	-0.17110438616652507	0.09722655948434844	0.6274515754496083	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr19_49525050-ENST00000270645.7	RCN3	131	3	0.05560171247199765	0.1746588508981447	0.0902236199052054	0.5723387967626954	-0.056702337470991376	0.10010918172002714	0.16680513741599295	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr19_49525050-ENST00000599988.5	FCGRT	131	3	0.6389768916740695	0.04653904700021157	0.09891219096755922	0.4390992935199581	0.08004024275444434	0.10305180414693084	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr19_49525050-ENST00000596975.5	FCGRT	131	3	0.2548680438425065	0.10089681127676324	0.08812521968520963	0.17842114285909744	-0.14096645363784166	0.10405063380735598	0.509736087685013	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr19_49525050-ENST00000595881.1	FCGRT	131	3	0.09960430378771107	0.15437716557036868	0.09290865572413168	0.024793333745166915	0.2330383732097885	0.10231534856625184	0.19920860757542214	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr19_49525050-ENST00000426395.7	FCGRT	131	3	0.04788471497239012	-0.1886860456286128	0.09424720352404957	0.37892071594266585	0.08670205105279846	0.09811754831446913	0.09576942994478024	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr19_40795370-ENST00000594140.5	EGLN2	127	8	0.9891905644224294	-0.0007012814622389986	0.05163333760797239	0.6639552286635771	-0.04476649885026538	0.1027336884914552	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr19_40795370-ENST00000303961.8	EGLN2	127	8	0.7120430478641755	-0.018166533226289312	0.04907696817651086	0.4340282086795861	-0.07566003691206713	0.09632308281075036	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr19_15225582-ENST00000263377.6	BRD4	131	3	0.7167718059551818	-0.029595439036599808	0.08135863470881427	0.6330072191873702	0.04733185706094864	0.0988322267810299	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr19_15225582-ENST00000594042.1	EPHX3	131	3	0.8461889960337788	-0.018468044248548574	0.0949671199273788	0.8459303852461107	0.020677812204062125	0.10614950837039104	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr19_15225582-ENST00000435261.5	EPHX3	131	3	0.6462246466041852	-0.04654820962142618	0.10111437784203844	0.8146892542742242	0.02304231130631124	0.0980623291384512	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr19_15225582-ENST00000221730.7	EPHX3	131	3	0.8976805637000116	-0.012765205413736307	0.0990268235586094	0.14725627444842496	0.14683077958683233	0.100556967217467	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr19_3466223-ENST00000591708.1	SMIM24	106	4	0.7761263984519771	0.028274162318285126	0.09908753547909266	0.9231686246775034	0.010586294617734346	0.1094171591597224	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr19_3466223-ENST00000587847.1	SMIM24	106	4	0.5001963705255331	0.0752819534798765	0.11115062613948506	0.939475074865812	0.00855708657123494	0.11233945204650764	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr19_3466223-ENST00000215531.5	SMIM24	106	4	0.9905540840891368	0.0012560167730191925	0.1057564279943379	0.1973428766831153	-0.1482640663895119	0.11403942110850088	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr19_3466223-ENST00000589537.1	NFIC	106	4	0.5583437227383687	0.06012705410051732	0.10229186034904833	0.5697994795897994	0.06523151603077731	0.11429395811398	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr19_3466223-ENST00000590282.5	NFIC	106	4	0.21856224155210432	0.1285518957058896	0.10365185742285332	0.27186699152210386	0.12690571888807448	0.11469082221421145	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr19_3466223-ENST00000589123.5	NFIC	106	4	0.904556595177338	-0.009703493299278387	0.08066560040043359	0.004671141117826157	-0.32536079337467416	0.1117446638894993	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr19_3466223-ENST00000395111.7	NFIC	106	4	0.2841755367959265	-0.10890671925031307	0.1009972991142867	0.9247895831933288	-0.010871169912783259	0.11479079135670235	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr18_69868804-ENST00000582621.5	CD226	119	7	0.516547016467543	-0.07841955001734623	0.12042496581605212	0.12016787501345873	0.1872383155615036	0.119364395010935	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr18_69868804-ENST00000581982.5	CD226	119	7	0.9924512606856422	-0.0010885066616903721	0.1147387237628631	0.1880226624992212	-0.15942012031166133	0.120198904391764	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr18_69868804-ENST00000577287.5	CD226	119	7	0.3487767934289382	0.0926792447033532	0.09840963495099198	0.6780195061553924	-0.05134421269490199	0.12327754211762272	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr18_69868804-ENST00000280200.8	CD226	119	7	0.11718109099467575	-0.17168451392282807	0.10855362301429816	0.7055258138496294	-0.045156317415870825	0.11913094465694495	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_81101636-ENST00000575841.5	BAIAP2	131	3	0.14090378795422592	0.07632370282783743	0.051440274448376434	0.8334923131304124	-0.02192727124903176	0.10404245472821017	0.5636151518169037	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_81101636-ENST00000572329.5	BAIAP2	131	3	0.034114819149122864	-0.1781269988428289	0.08296440374657185	0.44961911326228976	-0.07725276787782019	0.10179350110629166	0.23880373404386	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_81101636-ENST00000428708.6	BAIAP2	131	3	0.5185978636831792	-0.049666762941084255	0.07668019191465024	0.9246931039200283	0.009651610091715132	0.1018604108052917	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_81101636-ENST00000321280.11	BAIAP2	131	3	0.3784614886144496	0.039959911245524365	0.04517747349990355	0.5717900773382489	-0.055431209880664994	0.09772512993251696	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_78402398-ENST00000591996.1	PGS1	112	8	0.7668418772462731	-0.022962657073824	0.07719603908509577	0.557234578994674	-0.06202573874194986	0.10525631860964442	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_78402398-ENST00000588281.5	PGS1	112	8	0.003373133360507054	-0.213145714254142	0.07066155328248716	0.4704868253901845	0.07220268456722825	0.0995997302489279	0.013492533442028215	0.9280651309225088	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_78402398-ENST00000592043.5	PGS1	112	8	0.7276831540902549	0.028961503820140462	0.08289875909244558	0.3850029721169061	-0.09456595121647196	0.1082955720273481	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_78402398-ENST00000589426.5	PGS1	112	8	0.04897876031300434	0.1925560404040791	0.0964026866317826	0.3190503604277255	0.10044072296186704	0.10021165675580118	0.293872561878026	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_78402398-ENST00000262764.10	PGS1	112	8	0.2932586808843896	0.08399544186043549	0.07942484382051987	0.26025190942348203	0.11938672089368675	0.10533923458132992	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_78129115-ENST00000592399.5	TMC8	107	10	0.4766136357220059	-0.0746026832196921	0.10432117411608392	0.3166193509916916	0.1110543327351447	0.11020176219852852	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_78129115-ENST00000591983.5	TMC8	107	10	0.6747474829274049	0.04502658075824999	0.10690383399466057	0.6168347671154335	-0.05906425214784854	0.11758707611094225	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_78129115-ENST00000590184.1	TMC8	107	10	0.3978039248017545	-0.09164192608671357	0.10780074598178534	0.029320532586812262	-0.24009865693180565	0.10820193205660532	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_78129115-ENST00000589691.1	TMC8	107	10	0.17796225150623102	0.15109355017724602	0.11117906112774804	0.21152817800424084	-0.12984271483855994	0.10309435608819116	0.8898112575311551	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_78129115-ENST00000318430.9	TMC8	107	10	0.2542583163467491	-0.12308367598577125	0.10718580992628138	0.6918717390789544	-0.044929026834197534	0.112957138392586	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_78129115-ENST00000591436.5	TMC6	107	10	0.2212474844826116	-0.12138537640041948	0.0984602704376118	0.12772054244825215	0.16668581686357992	0.10829923950915736	0.6637424534478346	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_78129115-ENST00000590602.5	TMC6	107	10	0.8846333375592499	-0.016303710875014667	0.1120053004465002	0.07454834343682061	-0.2002183121389948	0.110811778949088	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_78129115-ENST00000392467.7	TMC6	107	10	0.33609263586163296	-0.1109054695368548	0.11460297828505815	0.08112656756064084	-0.1921015764867658	0.10874702954895812	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_78129115-ENST00000322914.7	TMC6	107	10	0.9301840465236482	0.00969074551886488	0.11026041949499288	0.9832913515022428	0.002392131276472007	0.1138660535908058	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_59721716-ENST00000262291.8	VMP1	130	6	0.6935409455064419	0.03356916388937501	0.08495050900132384	0.2552247845254097	-0.12028078903499805	0.10512929409358887	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_40021072-ENST00000491466.5	MED24	131	5	0.004493927239783249	-0.10144474015679172	0.034927083695048614	0.10541963259279984	0.16626278003237738	0.10179258883632472	0.02696356343869949	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_40021072-ENST00000422942.6	MED24	131	5	0.12897522241869053	0.1560537919740863	0.10197503474893864	0.9814425398763108	0.002499577732767995	0.10720239390710412	0.7738513345121432	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_40021072-ENST00000394128.6	MED24	131	5	0.6193630996302409	-0.026994790882824783	0.05417970433676096	0.7103305700243475	0.0382706298906779	0.10275924955697288	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_40021072-ENST00000582798.1	CSF3	131	5	0.6756125757550839	-0.04364878597249437	0.10401432973240628	0.22559776885925376	-0.12386253864113715	0.101609048476454	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_40021072-ENST00000579852.1	CSF3	131	5	0.3098055900053045	0.1086980841103029	0.10650262373628264	0.4319221741101645	0.08215014182540459	0.10412275980944152	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_40021072-ENST00000577675.1	CSF3	131	5	0.5055359568835198	0.0670116036560879	0.10029849089989848	0.7423967663385901	-0.03459884829953786	0.1049856035298428	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_40021072-ENST00000479880.1	CSF3	131	5	0.8499784860347064	-0.020059184525213304	0.10578764129896463	0.8958123570032512	0.014093674821326329	0.1073609413960795	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_40021072-ENST00000394149.7	CSF3	131	5	0.166483103222515	-0.12804067290468646	0.09189375743596603	0.9352709596336736	-0.008363856566557555	0.10273522562855353	0.9988986193350899	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_40021072-ENST00000394148.7	CSF3	131	5	0.99669366688188	0.00042629208599849483	0.10262555112442533	0.41314259022757904	-0.08426259642044694	0.1025500041066954	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_40021072-ENST00000331769.6	CSF3	131	5	0.3152531513925543	-0.10791987850931302	0.10694320911802782	0.7071950569790191	-0.04020337573227796	0.10673704119239516	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_40021072-ENST00000225474.6	CSF3	131	5	0.5653664710068356	-0.058420869111413136	0.10129631804232532	0.7153524277158578	0.03718340759019557	0.1016850908885846	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_39685490-ENST00000619169.4	PGAP3	105	4	0.8363524940301958	0.012947005893349779	0.062469605601586924	0.5100343591352297	0.07647278393945231	0.11554846383340285	0.8363524940301958	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_39685490-ENST00000579146.5	PGAP3	105	4	0.7291976518091688	0.0377318833657715	0.10860016626038828	0.16117428190553967	0.15778730550992492	0.11154437657847352	0.7291976518091688	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_39685490-ENST00000309862.10	PGAP3	105	4	0.4972644199589378	0.07785457904256687	0.11415766960100868	0.03383566871726442	0.2408622047959096	0.11150501756808996	0.4972644199589378	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_39685490-ENST00000300658.8	PGAP3	105	4	0.36157419880576	-0.07325623290017505	0.07982077125415893	0.12320023292201247	-0.17162932667314454	0.11013573519591643	0.36157419880576	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_39685490-ENST00000406381.6	ERBB2	105	4	0.5736280071548001	-0.0651686748317915	0.11532251440149086	0.2357819940582694	0.131682682494863	0.11021230495187166	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_7823348-ENST00000575105.1	DNAH2	103	5	0.21011819257352413	0.17569727949255792	0.13900872866088915	0.899950281142718	0.02041396388483812	0.1618293740063934	0.6303545777205724	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_7823348-ENST00000572933.5	DNAH2	103	5	0.8858001841216571	0.020901253310528715	0.14504335237003432	0.5988227013959643	-0.08027141690294863	0.1519396409996254	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr17_7823348-ENST00000389173.6	DNAH2	103	5	0.16053596205197831	-0.17062791190298365	0.12040517950573408	0.7919179419623754	-0.0404123370903074	0.15264277460372008	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr15_74668728-ENST00000568176.5	EDC3	116	8	0.3141337213445543	0.0819844230952769	0.08098740708908081	0.8263832570654679	-0.02318663780093545	0.10539890884705072	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr15_74668728-ENST00000315127.8	EDC3	116	8	0.36991656176277177	0.061852110803284364	0.06863338580060797	0.3106710545462581	-0.11186378510627187	0.10971094442971273	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr15_67241039-ENST00000561452.5	AAGAB	104	12	0.5378069940941086	-0.04743276886671378	0.07664006496489803	0.9609184666433992	0.005796442088954114	0.11790786805641253	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr15_67241039-ENST00000261880.9	AAGAB	104	12	0.1557970619836169	0.13121410556061458	0.0915416715709647	0.5258430382396485	-0.07114370006946305	0.11163924424870246	0.9347823719017014	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr15_63071202-ENST00000404484.8	TPM1	131	6	0.12705617590052096	0.13491049667546132	0.08771126418572732	0.6666707775128329	0.0436674155784598	0.10109329328146027	0.8893932313036467	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr15_63071202-ENST00000334895.9	TPM1	131	6	0.0007439234380507602	-0.1567072699677821	0.04508315440814959	0.7696147439303058	0.02919016913261448	0.09940648134201004	0.005207464066355322	0.5214532278314075	False	Brain_Anteriorcingulatecortex_BA24	100
chr15_63071202-ENST00000267996.11	TPM1	131	6	0.4781640892634485	-0.06398299789452302	0.08988528467424473	0.5185324727464409	-0.06422203412411913	0.09913644652189132	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr15_51223259-ENST00000559653.1	CYP19A1	131	3	0.13518662117677158	-0.1390596216068655	0.09235812901669957	0.04377590391632013	0.1870653481795761	0.09165040518418817	0.13518662117677158	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr15_51223259-ENST00000558066.1	CYP19A1	131	3	0.11461438390727495	0.14759058119425816	0.09275804477141444	0.3936411874531254	-0.07823759240643861	0.09133614877663324	0.2292287678145499	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr15_51223259-ENST00000559878.5	CYP19A1	131	3	0.486985042354098	0.05880614423743311	0.08429799330284024	0.2180461418975651	-0.12054812825138116	0.0972758864815029	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr15_51223259-ENST00000396404.8	CYP19A1	131	3	0.34188083912701805	-0.08289440190939149	0.08681642097284965	0.2452562747486467	0.10730448164979184	0.09182696593688372	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr15_51223259-ENST00000396402.5	CYP19A1	131	3	0.44394771352670936	0.06831112118563266	0.08889201646414759	0.3348151627901955	-0.09172528793670308	0.09466403647986643	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr15_50104867-ENST00000284509.10	ATP8B4	100	14	0.9871594164420942	-0.002063760888647584	0.12779335712023573	0.3012791734354733	0.12200684750814887	0.1171937976084531	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr14_103425240-ENST00000553942.5	MARK3	123	9	0.1803795131728186	-0.08131840133424152	0.060262242647186985	0.8545741865613243	0.018925741400676675	0.10298078756763818	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr14_103425240-ENST00000429436.6	MARK3	123	9	0.2509555439696425	0.1133041486119326	0.09809847329123383	0.6590766049047463	-0.04507229518420292	0.10184354115699086	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr14_103425240-ENST00000216288.11	MARK3	123	9	0.6182885970565741	-0.05038684064005791	0.10079360556116528	0.4035015587476223	0.08457532395784642	0.1007937038235487	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr14_64247333-ENST00000341099.5	ESR2	129	6	0.7973917892398504	-0.024267306733375214	0.0942801175251264	0.03550999024980672	0.2079003357736806	0.09756953335404056	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
chr14_64247333-ENST00000557772.5	ESR2	129	6	0.7888275866907597	0.024227153300596868	0.09021870813243828	0.8219224417992245	-0.021834524476470912	0.09676129134040128	1.0	1.0	False	Brain_Anteriorcingulatecortex_BA24	100
