phenotype,chrom,region,pos,is_STR,varname,p_val,susie_cs,susie_alpha,susie_cs_hardcall,susie_alpha_hardcall,susie_cs_ratio,susie_alpha_ratio,finemap_pip,finemap_pip_ratio,finemap_pip_total_prob,finemap_pip_prior_std,finemap_pip_conv_tol,finemap_pip_mac,finemap_pip_gt_thresh
glucose,11,11_72280450_72603320,72470916,true,STR_72470916,1.34e-13,1,0.761079795965759,1,0.850736452115992,1,0.479189631803161,0.838079,0.57144,0.928267,0.906071,0.838079,0.835513,0.834525
glycated_haemoglobin,1,1_28888137_29719563,29090379,true,STR_29090379,4.99e-11,-1,0.0,-1,0.0,-1,0.0,0.902312,0.554237,0.921291,0.964434,0.896635,0.900917,0.891806
glycated_haemoglobin,1,1_207792499_208150926,207928202,true,STR_207928202,9.84e-11,1,0.831958858676797,1,0.780597105050976,1,0.543965280390079,0.860375,0.589518,0.937835,0.912974,0.860375,0.857706,0.88905
glycated_haemoglobin,2,2_23744571_24794594,24093153,true,STR_24093153,8.67e-56,1,0.976564115089056,-1,0.0,-1,0.0,0.027641,0.0,0.0,0.0,0.0384653,0.0311739,0.0224735
glycated_haemoglobin,3,3_170196494_170980867,170635085,true,STR_170635085,8.88e-15,-1,0.0,-1,0.0,-1,0.0,0.932385,0.507054,0.965733,0.0,0.986317,0.986317,0.97189
glycated_haemoglobin,3,3_171199489_171958266,171498332,true,STR_171498332,7.91e-18,2,0.999994782303512,2,0.999994988055811,2,0.999966762280801,1.0,1.0,1.0,1.0,1.0,1.0,1.0
glycated_haemoglobin,3,3_185334675_185689276,185518501,true,STR_185518501,3.36e-21,1,0.201197819189891,1,0.0921786494909103,1,0.0120625240033473,0.857494,0.528014,0.951012,0.982695,0.857494,0.784859,0.968352
glycated_haemoglobin,5,5_14441205_14982224,14769734,true,STR_14769734,2.03e-20,-1,0.0,-1,0.0,-1,0.0,0.810242,0.471117,0.897971,0.996708,0.810242,0.82603,0.888857
glycated_haemoglobin,10,10_121369421_121879474,121641530,true,STR_121641530,1.73e-12,-1,0.0,-1,0.0,-1,0.0,0.940295,0.837319,0.962984,0.931919,0.940295,0.928529,0.903078
glycated_haemoglobin,11,11_0_422670,245639,true,STR_245639,1.06e-21,-1,0.0,-1,0.0,-1,0.0,0.840506,0.0,0.935764,0.0206508,0.0,0.981958,0.0
glycated_haemoglobin,12,12_48067244_49960245,48568501,true,STR_48568501,6.25e-40,-1,0.0,-1,0.0,-1,0.0,1.0,0.973983,1.0,0.0,0.998503,0.998428,0.998353
glycated_haemoglobin,12,12_66040471_66504504,66256057,true,STR_66256057,2.4e-11,-1,0.0,-1,0.0,-1,0.0,0.801797,0.00589062,1.0,0.76355,0.787927,0.843496,0.97469
glycated_haemoglobin,16,16_0_665224,291265,true,STR_291265,2.16e-25,1,0.784549547007251,1,0.250151424342238,1,0.199739206953132,0.963664,0.7202,1.0,0.0693831,0.963668,0.95802,1.0
glycated_haemoglobin,17,17_75677487_76925182,76125196,true,STR_76125196,6.0e-202,1,0.999999999999923,1,0.999999999999999,1,0.999999999998226,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glycated_haemoglobin,19,19_12657423_13229860,12974739,true,STR_12974739,1.18e-20,1,0.992853556116694,2,0.598506981123983,2,0.452881532902753,0.920472,0.622733,0.993786,0.908552,0.92055,0.942426,1.0
glycated_haemoglobin,19,19_16987415_17559121,17252973,true,STR_17252973,1.32e-89,1,0.999843085338454,1,0.99995225060662,1,0.999973670191032,1.0,1.0,1.0,1.0,1.0,1.0,1.0
glycated_haemoglobin,22,22_29915197_31045120,30363907,true,STR_30363907,6.29e-33,1,0.99998698585592,1,0.999997968800905,1,0.999977534529932,1.0,1.0,1.0,1.0,1.0,1.0,1.0
haematocrit,3,3_12141855_12862066,12337012,true,STR_12337012,3.07e-24,1,0.999391334187502,1,0.999931576531275,1,0.998120980460923,0.161724,1.0,1.0,0.859538,1.0,0.0235104,0.198478
haematocrit,3,3_12141855_12862066,12637682,true,STR_12637682,3.99e-11,-1,0.0,-1,0.0,-1,0.0,0.979137,0.361381,0.749382,0.860436,0.704345,1.0,0.980831
haematocrit,5,5_76314198_76604833,76478582,true,STR_76478582,1.02e-14,1,0.510093750512027,1,0.50104418744585,1,0.23293815186597,0.976171,0.835601,1.0,0.995061,0.978973,0.906913,1.0
haematocrit,6,6_12151858_12420987,12287367,true,STR_12287367,1.15e-15,1,0.806035162050884,-1,0.0,-1,0.0,0.925804,0.682187,0.974764,0.893487,0.925997,0.911694,0.394692
haematocrit,12,12_48157900_49367534,48487501,true,STR_48487501,8.85e-35,2,0.997694453560503,2,0.999493095075118,-1,0.0,1.0,1.0,1.0,0.0376718,1.0,1.0,0.987952
haematocrit,14,14_64489770_65002135,64714051,true,STR_64714051,1.0e-26,1,0.998562104546555,1,0.999412071129716,1,0.994023560856651,1.0,0.99681,1.0,1.0,1.0,1.0,1.0
haematocrit,15,15_74906521_77652156,76246773,true,STR_76246773,3.72e-51,1,0.999999999999999,1,0.999999862298119,1,0.999998668558389,1.0,1.0,1.0,0.0,1.0,1.0,1.0
haematocrit,17,17_57388532_59615235,59450454,true,STR_59450454,6.56e-25,1,0.974753638888669,1,0.698252669301143,1,0.625878921146524,1.0,1.0,1.0,1.0,1.0,1.0,1.0
haematocrit,19,19_45581521_45972408,45715853,true,STR_45715853,6.08e-15,1,0.594492490077776,1,0.279344682096528,1,0.120485835638312,0.819832,0.472333,0.889468,0.842176,0.819832,0.816106,0.900887
haemoglobin_concentration,1,1_231144289_231900005,231493047,true,STR_231493047,5.81e-25,-1,0.0,-1,0.0,-1,0.0,1.0,1.0,0.951057,1.0,1.0,1.0,0.00656765
haemoglobin_concentration,5,5_76314198_76604833,76478582,true,STR_76478582,4.48e-15,1,0.451646347055414,1,0.454407950844996,1,0.188389498093908,0.828898,0.407827,0.985921,1.0,0.828517,0.804394,1.0
haemoglobin_concentration,8,8_95554664_96237796,96083463,true,STR_96083463,4.43e-12,-1,0.0,-1,0.0,-1,0.0,0.976393,0.753503,0.983212,0.958306,0.979008,0.911189,0.97929
haemoglobin_concentration,12,12_48174826_49141300,48487501,true,STR_48487501,1.12e-29,2,0.994103489761834,2,0.99798157324872,-1,0.0,0.728536,0.409656,0.839423,0.44556,0.87982,0.802009,0.697641
haemoglobin_concentration,12,12_109997558_113398677,110582832,true,STR_110582832,1.18e-13,-1,0.0,-1,0.0,-1,0.0,0.968062,0.340042,1.0,1.0,0.968032,0.60246,1.0
haemoglobin_concentration,14,14_64489770_65010166,64714051,true,STR_64714051,1.15e-24,1,0.983982328020376,1,0.991992508023564,1,0.793284137752872,0.949392,0.74418,0.909692,0.990001,0.934753,0.925327,1.0
haemoglobin_concentration,15,15_74764356_77451746,76246773,true,STR_76246773,3.95e-47,1,0.999999999997184,1,0.999999998449542,1,0.999999993732587,1.0,1.0,1.0,1.0,1.0,1.0,1.0
haemoglobin_concentration,17,17_58465556_59623010,59450454,true,STR_59450454,7.24e-30,1,0.992878117838038,1,0.886093249652702,1,0.931780891354578,1.0,1.0,1.0,1.0,1.0,1.0,1.0
haemoglobin_concentration,17,17_58465556_59623010,59250349,true,STR_59250349,2.29e-21,2,0.253261886361838,2,0.109564965029908,2,0.0492243337942126,0.950394,0.549792,1.0,1.0,0.950394,0.967273,1.0
haemoglobin_concentration,17,17_75993887_76252483,76125196,true,STR_76125196,2.29e-11,-1,0.0,-1,0.0,-1,0.0,0.805517,0.44049,0.910445,0.881636,0.80203,0.80082,0.932409
haemoglobin_concentration,19,19_32916963_33593482,33041963,true,STR_33041963,2.4e-14,3,0.99353303264987,3,0.977968863475342,-1,0.0,0.766184,0.647977,0.898831,1.0,0.774672,0.769375,0.8316
haemoglobin_concentration,20,20_25115189_25847462,25372975,true,STR_25372975,1.14e-12,-1,0.0,1,0.90248992266585,-1,0.0,0.931032,0.832992,0.980244,0.972693,0.931032,0.925635,0.960971
haemoglobin_concentration,22,22_30010928_30734554,30363907,true,STR_30363907,2.37e-13,1,0.988323032431735,1,0.995616749075025,-1,0.0,0.046192,0.0,0.0,0.0160145,0.046192,0.416848,0.0
hdl_cholesterol,1,1_26808591_27493126,27247245,true,STR_27247245,6.51e-31,1,0.971615407073977,1,0.984188548698765,1,0.942793744104693,0.300917,0.0187382,0.335223,0.046955,0.300917,0.135535,0.334799
hdl_cholesterol,1,1_26808591_27493126,26844611,true,STR_26844611,0.0000381,3,0.905340339670397,-1,0.0,-1,0.0,0.154354,0.0,0.299834,0.0,0.154354,0.0,0.288311
hdl_cholesterol,1,1_93414383_94132922,93858126,true,STR_93858126,8.86e-26,1,0.989140850135773,1,0.987092008284612,1,0.957472088592379,1.0,0.839814,0.771028,0.571749,0.944864,0.936912,0.731626
hdl_cholesterol,3,3_49428531_50981216,49959072,true,STR_49959072,5.62e-23,-1,0.0,1,0.00873999351667803,-1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
hdl_cholesterol,3,3_51629781_53299745,52460826,true,STR_52460826,1.47e-15,1,0.512044360603438,1,0.0805931295542863,1,0.100443322016547,0.96569,0.506536,1.0,1.0,0.965027,0.985701,1.0
hdl_cholesterol,6,6_33942732_35514093,34721268,true,STR_34721268,2.67e-22,-1,0.0,-1,0.0,-1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
hdl_cholesterol,7,7_150083971_150785239,150600256,true,STR_150600256,6.53e-11,-1,0.0,3,0.854867897439579,-1,0.0,1.0,0.488476,1.0,1.0,1.0,1.0,1.0
hdl_cholesterol,8,8_19126679_20631168,19820945,true,STR_19820945,6.67e-76,6,1.0,-1,0.0,6,1.0,0.0901208,0.0,0.05971,0.0,0.0,1.0,1.0
hdl_cholesterol,11,11_45587502_50907333,47332457,true,STR_47332457,3.02e-72,1,0.299195030923461,1,0.20350865272514,1,0.23734650991341,0.977044,0.884246,0.986528,0.911497,0.986094,0.960338,0.975435
hdl_cholesterol,11,11_45587502_50907333,47783689,true,STR_47783689,1.6e-58,-1,0.0,-1,0.0,-1,0.0,0.87624,0.534224,0.919055,0.121739,0.883336,0.810019,0.912358
hdl_cholesterol,11,11_116150874_117616209,116639728,true,STR_116639728,0.000264,-1,0.0,-1,0.0,-1,0.0,1.0,0.197305,1.0,0.0,1.0,1.0,1.0
hdl_cholesterol,11,11_116150874_117616209,116942496,true,STR_116942496,3.38e-46,-1,0.0,-1,0.0,-1,0.0,0.992336,0.0407333,0.991014,1.0,0.974382,0.96384,1.0
hdl_cholesterol,16,16_55618308_57736155,56997898,true,STR_56997898,0.0,-1,0.0,-1,0.0,-1,0.0,1.0,0.0,1.0,0.0,0.682692,1.0,1.0
hdl_cholesterol,16,16_66298900_69875101,67954887,true,STR_67954887,4.56e-63,3,0.352986493143855,1,0.272940094135789,2,0.0942160642315419,0.858713,0.0498829,0.792335,0.917337,0.858875,0.757297,0.834139
hdl_cholesterol,19,19_7763875_8789037,7966600,true,STR_7966600,5.56e-11,-1,0.0,-1,0.0,-1,0.0,0.871327,0.428389,0.77796,0.91637,0.871327,0.845396,0.777383
hdl_cholesterol,19,19_7763875_8789037,8439835,true,STR_8439835,3.77e-23,2,0.559403516597931,2,0.774347165590231,2,0.22649995295048,0.813423,0.34552,0.90125,0.843174,0.813423,0.838141,0.897909
hdl_cholesterol,20,20_32389092_33969938,32971950,true,STR_32971950,6.22e-19,-1,0.0,-1,0.0,-1,0.0,0.92979,0.637498,0.858334,0.522517,0.901752,0.822268,0.798036
igf_1,1,1_213976097_214533356,214163477,true,STR_214163477,2.87e-15,1,0.99988377082765,1,0.999962299384037,-1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
igf_1,2,2_204186891_204436891,204311891,true,STR_204311891,3.97e-11,1,0.999708765555712,1,0.999161052385017,1,0.998905667800844,1.0,1.0,1.0,1.0,1.0,1.0,1.0
igf_1,3,3_140908481_141772221,141097026,true,STR_141097026,2.38e-44,1,0.928927517087823,1,0.94390340113759,1,0.0529058680468072,0.987075,0.799922,1.0,1.0,0.987075,1.0,1.0
igf_1,7,7_32768749_33142522,32983712,true,STR_32983712,3.36e-12,-1,0.0,-1,0.0,-1,0.0,0.86058,0.625714,0.910972,0.852401,0.85878,0.83317,0.82778
igf_1,7,7_44640132_45101233,44792811,true,STR_44792811,2.67e-15,-1,0.0,-1,0.0,-1,0.0,0.866934,0.841973,0.284849,0.941951,0.866934,0.723832,0.914269
igf_1,7,7_45137546_47654198,46865560,true,STR_46865560,0.000789,,0.0,,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,
igf_1,7,7_45137546_47654198,46759720,true,STR_46759720,2.76e-36,4,0.999999249677539,4,0.999999209100129,4,0.999977947035717,0.0,0.0,0.0,0.0,0.0,0.0,0.0
igf_1,9,9_119123059_119606253,119325656,true,STR_119325656,4.87e-15,1,0.777876233650877,-1,0.0,-1,0.0,0.916457,0.793415,0.936266,0.942456,0.917119,0.874721,0.909877
igf_1,12,12_101733456_103662266,102809017,true,STR_102809017,4.87e-44,9,0.999843578893905,6,0.999934183902498,-1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
igf_1,15,15_99041173_99714929,99192260,true,STR_99192260,1.31e-20,1,0.721426294162907,1,0.443515076551056,1,0.270723642772942,0.954395,0.0707319,0.909662,1.0,0.974037,0.936421,0.879587
igf_1,15,15_99041173_99714929,99503084,true,STR_99503084,4.67e-18,2,0.891694196684487,2,0.975417511269681,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
igf_1,16,16_8871636_9207936,9053214,true,STR_9053214,3.49e-11,1,0.813157799724113,1,0.74213055805976,-1,0.0,0.868881,0.618701,0.927659,0.906873,0.868881,0.858829,0.878844
igf_1,16,16_81345207_81900039,81581733,true,STR_81581733,2.58e-30,1,0.999999971966582,1,0.999999751558769,1,0.999999753715251,1.0,1.0,1.0,0.00807279,1.0,1.0,1.0
igf_1,17,17_1489225_1780605,1651597,true,STR_1651597,4.85e-13,-1,0.0,-1,0.0,-1,0.0,0.832044,0.554543,0.924644,0.903521,0.832044,0.847427,0.949488
igf_1,17,17_78921374_79218822,79075436,true,STR_79075436,5.07e-14,1,0.75994399483848,1,0.554201517032338,1,0.436396404012108,0.837587,0.53652,0.881556,0.863054,0.837587,0.834974,0.827774
igf_1,19,19_7051560_7365481,7183271,true,STR_7183271,5.46e-14,1,0.911833142662124,-1,0.0,-1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ldl_cholesterol_direct,2,2_20225783_21819451,21266752,true,STR_21266752,1.68e-235,-1,0.0,1,0.570650004205169,-1,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ldl_cholesterol_direct,2,2_20225783_21819451,21285425,true,STR_21285425,4.06e-270,1,1.0,-1,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lymphocyte_count,1,1_56773998_57143260,56940676,true,STR_56940676,1.94e-17,1,0.962925344803723,-1,0.0,-1,0.0,0.842216,0.554772,0.80939,0.59074,0.842216,0.811005,0.78866
lymphocyte_count,2,2_128905338_129208550,129076444,true,STR_129076444,2.01e-18,1,0.999978728000593,1,0.999992727820558,1,0.999915706299911,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lymphocyte_count,2,2_234019113_234599600,234244222,true,STR_234244222,7.15e-14,1,0.794269368440002,1,0.860405748050206,1,0.439373964197754,0.921319,0.707157,0.964274,0.944386,0.921319,0.890421,0.981738
lymphocyte_count,3,3_49498759_50514477,50149848,true,STR_50149848,1.19e-15,1,0.429687808299869,1,0.823739047312284,-1,0.0,0.991592,0.912026,1.0,1.0,0.991592,0.991965,0.995146
lymphocyte_count,3,3_128078035_128343410,128203478,true,STR_128203478,5.9e-15,1,0.206067892259404,1,0.609660960710602,-1,0.0,0.92048,1.0,0.954611,0.894321,1.0,0.863351,0.0548752
lymphocyte_count,3,3_135668657_136877590,135878372,true,STR_135878372,4.32e-11,-1,0.0,-1,0.0,-1,0.0,1.0,0.890873,1.0,1.0,1.0,1.0,1.0
lymphocyte_count,4,4_37848853_39084992,38832650,true,STR_38832650,6.74e-14,-1,0.0,-1,0.0,-1,0.0,1.0,0.0,1.0,0.917642,0.0,0.500196,1.0
lymphocyte_count,4,4_37848853_39084992,38697803,true,STR_38697803,2.49e-53,-1,0.0,-1,0.0,-1,0.0,1.0,0.0,1.0,0.0,0.0,0.500196,1.0
lymphocyte_count,4,4_83346084_84125125,83863287,true,STR_83863287,6.39e-17,2,0.0212348987924868,2,0.0275856987949781,2,0.00545522041617251,0.961282,0.943138,1.0,0.978299,0.961282,0.97798,0.797954
lymphocyte_count,4,4_105894157_106604973,106217582,true,STR_106217582,1.16e-22,-1,0.0,-1,0.0,-1,0.0,0.862431,0.645951,0.819848,0.874302,0.864534,0.811561,0.880503
lymphocyte_count,6,6_33947215_36201564,35624667,true,STR_35624667,5.62e-26,-1,0.0,-1,0.0,-1,0.0,0.944634,0.0450977,1.0,1.0,0.943352,0.925298,0.953581
lymphocyte_count,10,10_64326233_65490736,64592378,true,STR_64592378,5.29e-14,1,0.831530134247383,-1,0.0,-1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lymphocyte_count,12,12_12396151_13024030,12878680,true,STR_12878680,1.18e-33,1,0.999534830969909,1,0.998777598991785,1,0.992479209448402,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lymphocyte_count,13,13_50117696_51463325,50548295,true,STR_50548295,3.8e-16,3,0.660138220645879,3,0.56684271783659,3,0.263542378367771,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lymphocyte_count,17,17_35615855_36143073,35858783,true,STR_35858783,7.95e-15,1,0.87131302562471,1,0.900419263352521,-1,0.0,0.350821,0.231066,0.167492,0.0581252,0.351014,0.269149,0.148742
lymphocyte_count,19,19_16112181_17119564,16480488,true,STR_16480488,1.84e-250,1,1.0,1,1.0,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
lymphocyte_count,19,19_17516126_17820053,17662890,true,STR_17662890,9.11e-13,-1,0.0,-1,0.0,-1,0.0,0.816327,0.442968,0.723269,0.626352,0.807458,0.761048,0.377808
lymphocyte_count,22,22_28240155_30747010,30363907,true,STR_30363907,3.45e-11,5,0.901351823797974,-1,0.0,-1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
lymphocyte_count,22,22_41381964_42746007,41761384,true,STR_41761384,9.61e-15,-1,0.0,-1,0.0,-1,0.0,0.837309,0.0,0.0,0.773143,0.814261,0.653201,0.780711
lymphocyte_count,22,22_41381964_42746007,42327317,true,STR_42327317,1.84e-11,-1,0.0,-1,0.0,-1,0.0,0.826184,0.00591045,0.0167604,0.789193,0.79725,0.625638,0.855498
lymphocyte_percent,1,1_26808591_27475617,27163952,true,STR_27163952,4.91e-17,1,0.99985409687003,-1,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lymphocyte_percent,1,1_227352586_227602586,227477586,true,STR_227477586,7.31e-11,1,0.996323392543853,1,0.996881424530214,1,0.986334900576522,0.998983,0.993949,1.0,1.0,0.998983,0.998297,0.998335
lymphocyte_percent,2,2_23759929_24765168,24208473,true,STR_24208473,1.13e-29,1,0.998986036123175,1,0.996583660320612,1,0.997022813398574,1.0,0.76147,0.994131,1.0,0.982825,0.969015,1.0
lymphocyte_percent,2,2_111461214_112911523,111611489,true,STR_111611489,6.68e-20,-1,0.0,-1,0.0,-1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lymphocyte_percent,2,2_128905338_129201473,129076444,true,STR_129076444,4.73e-14,1,0.960157566053747,1,0.985457047670659,1,0.85691495640441,0.97701,0.905795,0.987965,0.985726,0.97701,0.976843,0.970831
lymphocyte_percent,2,2_160302158_161487444,161243050,true,STR_161243050,1.39e-21,1,0.312333647969015,1,0.168995920124854,1,0.0970255997121017,0.844742,0.246539,0.815393,0.906969,0.847462,0.820392,0.808942
lymphocyte_percent,3,3_128069945_128852316,128203478,true,STR_128203478,3.0e-38,3,0.999842713136182,1,0.999968468483947,2,0.999060053640623,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lymphocyte_percent,4,4_6790861_7209835,6915861,true,STR_6915861,7.59e-15,1,0.844454478952465,-1,0.0,1,0.501231760692504,0.0,0.57184,0.0,0.0,0.0,0.0,0.0
lymphocyte_percent,6,6_109380740_110227628,109624295,true,STR_109624295,1.63e-24,1,0.157473449603703,1,0.190783711119543,1,0.0439140744694022,0.804467,0.31242,0.825537,0.774944,0.799614,0.799614,0.799614
lymphocyte_percent,8,8_130357617_130821137,130690727,true,STR_130690727,1.62e-11,2,0.998119318051394,2,0.994485580523612,2,0.987688918844043,0.944553,0.855841,1.0,0.0241498,0.944435,0.979651,0.984525
lymphocyte_percent,17,17_36977201_39022220,38169578,true,STR_38169578,1.58e-213,1,1.0,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lymphocyte_percent,19,19_16136451_17061756,16480488,true,STR_16480488,9.82e-148,1,1.0,1,0.99999999999997,1,0.999999999999971,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mean_corpuscular_haemoglobin,1,1_118001613_118772374,118164939,true,STR_118164939,7.25e-38,2,0.998927856190645,2,0.991237331778602,2,0.994757471357025,0.0,0.0,0.0,0.719056,0.0,0.0,0.0
mean_corpuscular_haemoglobin,1,1_153684853_154553683,153900062,true,STR_153900062,5.03e-13,2,0.965304549974041,2,0.991224667660737,-1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mean_corpuscular_haemoglobin,2,2_60427476_60924180,60723904,true,STR_60723904,4.22e-79,2,0.827065399925695,2,0.892170262372315,2,0.541377207790287,0.569825,0.193355,0.488458,0.98762,0.571397,0.553053,0.9591
mean_corpuscular_haemoglobin,3,3_47628283_51580191,49440467,true,STR_49440467,5.5e-26,-1,0.0,-1,0.0,-1,0.0,0.865643,0.698659,0.921155,0.497574,0.866698,0.877948,0.918415
mean_corpuscular_haemoglobin,3,3_66198385_66634355,66434358,true,STR_66434358,9.18e-17,-1,0.0,-1,0.0,-1,0.0,0.894467,0.622346,0.87105,0.692328,0.894467,0.871093,0.786424
mean_corpuscular_haemoglobin,3,3_195218366_196392148,195827264,true,STR_195827264,1.37e-179,1,0.999999979124243,-1,0.0,1,0.999999933707194,0.0,0.0,0.0112087,0.0236039,0.0571738,0.0,0.0223963
mean_corpuscular_haemoglobin,3,3_195218366_196392148,195841225,true,STR_195841225,7.0e-107,-1,0.0,6,0.957181356666323,-1,0.0,1.0,0.0,0.0,0.317671,0.0,0.936058,0.0
mean_corpuscular_haemoglobin,3,3_195218366_196392148,195768363,true,STR_195768363,7.78e-56,-1,0.0,-1,0.0,-1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
mean_corpuscular_haemoglobin,6,6_7589550_8187532,7733133,true,STR_7733133,2.43e-8,-1,0.0,-1,0.0,-1,0.0,0.956429,0.0,0.981712,0.962938,0.966321,0.974057,0.964074
mean_corpuscular_haemoglobin,6,6_7589550_8187532,7961549,true,STR_7961549,1.64e-12,1,0.111090347870249,-1,0.0,-1,0.0,0.903497,0.016378,0.818029,0.83044,0.953694,0.860897,0.832272
mean_corpuscular_haemoglobin,6,6_111269602_112069848,111509454,true,STR_111509454,7.38e-28,1,0.868497910494147,1,0.493724904028341,1,0.196328894741686,1.0,0.972352,1.0,1.0,1.0,0.99676,1.0
mean_corpuscular_haemoglobin,7,7_98327939_101130720,98657999,true,STR_98657999,2.95e-12,5,0.836860039446384,-1,0.0,-1,0.0,0.914636,0.732753,0.940321,0.884192,0.914643,0.914979,0.93933
mean_corpuscular_haemoglobin,8,8_23082583_23672239,23341963,true,STR_23341963,4.43e-14,-1,0.0,-1,0.0,-1,0.0,0.992657,0.90596,0.992259,0.938354,0.99882,0.992399,0.99198
mean_corpuscular_haemoglobin,10,10_44944453_46471686,45974017,true,STR_45974017,8.16e-56,-1,0.0,-1,0.0,-1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
mean_corpuscular_haemoglobin,10,10_44944453_46471686,45947116,true,STR_45947116,1.77e-107,1,0.999985995020354,1,0.999987980580378,1,0.999917484939153,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mean_corpuscular_haemoglobin,11,11_57044627_57806828,57457148,true,STR_57457148,1.92e-18,1,0.62327331836616,1,0.181895255248576,1,0.284848311460988,0.974186,0.880719,1.0,1.0,0.974186,0.98211,1.0
mean_corpuscular_haemoglobin,14,14_102382065_103122287,102948385,true,STR_102948385,7.81e-28,1,0.590356415849087,1,0.0621366251909536,1,0.0110964414099983,0.970181,0.809213,1.0,1.0,0.970181,0.954543,0.992631
mean_corpuscular_haemoglobin,15,15_40146737_40507441,40312923,true,STR_40312923,1.42e-27,1,0.852290966152151,1,0.874934809845721,1,0.264835970616451,0.750734,0.0535669,0.920017,0.932488,0.760342,0.737014,0.0
mean_corpuscular_haemoglobin,15,15_64214953_67158151,67007626,true,STR_67007626,2.44e-14,3,0.596209822734794,3,0.305487518580558,3,0.0930898999562103,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mean_corpuscular_haemoglobin,15,15_64214953_67158151,66018013,true,STR_66018013,3.58e-147,1,0.999999999999999,1,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
mean_corpuscular_haemoglobin,15,15_64214953_67158151,66058586,true,STR_66058586,5.05e-28,-1,0.0,-1,0.0,-1,0.0,1.0,0.976107,1.0,0.0,0.994821,1.0,1.0
mean_corpuscular_haemoglobin,16,16_29788995_31932142,30927961,true,STR_30927961,8.94e-25,-1,0.0,2,0.0103693841269144,-1,0.0,1.0,0.975649,1.0,0.0175834,1.0,0.989974,1.0
mean_corpuscular_haemoglobin,16,16_66414154_68965024,67229794,true,STR_67229794,2.83e-23,1,0.999999999644652,1,0.99999999067515,1,0.999999999008726,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mean_corpuscular_haemoglobin,16,16_66414154_68965024,67591358,true,STR_67591358,7.0e-7,-1,0.0,-1,0.0,-1,0.0,1.0,0.88184,0.0,0.0,0.0269996,1.0,1.0
mean_corpuscular_haemoglobin,16,16_66414154_68965024,67638632,true,STR_67638632,1.93e-9,5,0.999998849538142,5,0.999990471280519,5,0.999985291853396,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mean_corpuscular_haemoglobin,19,19_3850487_4674487,4426163,true,STR_4426163,8.78e-112,2,0.992985693135182,2,0.99897607528315,-1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mean_corpuscular_haemoglobin,19,19_3850487_4674487,4105153,true,STR_4105153,2.94e-23,5,0.972696097977421,-1,0.0,-1,0.0,0.00526178,0.461579,0.347463,0.0,0.752102,0.170914,0.00474587
mean_corpuscular_haemoglobin,19,19_46177145_46542429,46334542,true,STR_46334542,6.25e-12,2,0.559108755836008,2,0.645016218345489,2,0.215890418504782,0.917445,0.658203,0.979005,0.981157,0.917445,0.893277,0.996071
mean_corpuscular_haemoglobin,22,22_32732821_33074382,32897468,true,STR_32897468,6.56e-120,1,0.999999999981543,1,0.999999999967597,1,0.999999999980713,0.945413,0.285217,0.973,0.0,1.0,0.937555,0.922945
mean_corpuscular_haemoglobin,22,22_37144072_37784225,37471036,true,STR_37471036,3.29e-168,8,0.888181436424573,-1,0.0,-1,0.0,0.0970689,0.0218359,0.0,1.0,0.102538,0.0681698,0.802155
mean_corpuscular_haemoglobin,22,22_50417345_51304566,50973570,true,STR_50973570,1.74e-152,1,0.875814493951157,1,0.63086488272816,1,0.779080440760466,0.875751,0.663273,0.984463,0.993073,0.960673,0.964454,0.993139
