phenotype	chrom	start_pos	end_pos	finemapping_region	repeat_unit	white_brit_allele_frequencies	association_p_value	direction_of_association	relation_to_gene	finemapping	susie_CP	finemap_CP	susie_CP_best_guess_genotypes	finemap_CP_pval_thresh_5e-4	finemap_CP_mac_thresh_100	finemap_CP_prior_effect_size_0.05%	finemap_CP_prior_4_signals	finemap_CP_stopping_thresh_1e-4	susie_CP_prior_snps_over_strs	finemap_CP_prior_snps_over_strs	finemap_CP_prior_effect_size_0.0025%	other_ethnicity_association_p_values	other_ethnicity_effect_directions	black_allele_frequencies	south_asian_allele_frequencies	chinese_allele_frequencies	irish_allele_frequencies	white_other_allele_frequencies
neutrophil_percent	2	181827295	181827340	2_181702295_182546739	AC	{20.0: 4.11%, 21.0: 15.86%, 22.0: 2.17%, 23.0: 0.39%, 24.0: 4.55%, 25.0: 0.34%, 26.0: 0.01%, 27.0: 1.50%, 28.0: 0.51%, 29.0: 0.45%, 30.0: 40.61%, 31.0: 2.01%, 32.0: 13.98%, 33.0: 8.08%, 34.0: 3.08%, 35.0: 0.78%, 36.0: 1.21%, 37.0: 0.37%}	2.92e-15	-	intergenic	not	0.0	0.0										0.854, 0.935, 0.66, 0.492, 0.89	NA, NA, NA, NA, NA	{20.0: 0.65%, 21.0: 3.65%, 22.0: 1.35%, 23.0: 20.96%, 24.0: 1.77%, 25.0: 3.23%, 26.0: 1.33%, 27.0: 0.32%, 28.0: 5.67%, 29.0: 3.65%, 30.0: 36.96%, 31.0: 6.20%, 32.0: 9.44%, 33.0: 1.37%, 34.0: 0.53%, 35.0: 0.17%, 36.0: 2.63%, 37.0: 0.11%}	{20.0: 4.13%, 21.0: 8.90%, 22.0: 0.69%, 23.0: 3.25%, 24.0: 1.97%, 25.0: 0.08%, 26.0: 0.03%, 27.0: 3.44%, 28.0: 0.42%, 29.0: 1.94%, 30.0: 52.96%, 31.0: 1.66%, 32.0: 3.55%, 33.0: 9.99%, 34.0: 5.00%, 35.0: 0.63%, 36.0: 1.08%, 37.0: 0.28%}	{20.0: 3.52%, 21.0: 9.87%, 22.0: 0.06%, 23.0: 9.20%, 24.0: 0.20%, 25.0: 0.02%, 26.0: 0.00%, 27.0: 0.01%, 28.0: 0.11%, 29.0: 0.25%, 30.0: 64.31%, 31.0: 1.10%, 32.0: 0.66%, 33.0: 0.69%, 34.0: 3.71%, 35.0: 0.08%, 36.0: 4.77%, 37.0: 1.43%}	{20.0: 3.77%, 21.0: 16.26%, 22.0: 1.99%, 23.0: 0.33%, 24.0: 4.40%, 25.0: 0.28%, 26.0: 0.01%, 27.0: 1.50%, 28.0: 0.32%, 29.0: 0.40%, 30.0: 40.62%, 31.0: 1.42%, 32.0: 13.69%, 33.0: 8.85%, 34.0: 3.74%, 35.0: 0.65%, 36.0: 1.17%, 37.0: 0.60%}	{20.0: 3.41%, 21.0: 16.72%, 22.0: 1.88%, 23.0: 0.84%, 24.0: 5.29%, 25.0: 0.40%, 26.0: 0.01%, 27.0: 2.17%, 28.0: 0.45%, 29.0: 0.55%, 30.0: 40.77%, 31.0: 2.17%, 32.0: 11.56%, 33.0: 7.88%, 34.0: 3.24%, 35.0: 0.92%, 36.0: 1.29%, 37.0: 0.45%}
white_blood_cell_count	2	181827295	181827340	2_181702295_182546739	AC	{20.0: 4.11%, 21.0: 15.85%, 22.0: 2.17%, 23.0: 0.39%, 24.0: 4.55%, 25.0: 0.34%, 26.0: 0.01%, 27.0: 1.50%, 28.0: 0.50%, 29.0: 0.45%, 30.0: 40.61%, 31.0: 2.01%, 32.0: 14.00%, 33.0: 8.09%, 34.0: 3.06%, 35.0: 0.78%, 36.0: 1.20%, 37.0: 0.38%}	1.7e-16	+	intergenic	not	0.0	0.0										0.429, 0.585, 0.514, 0.0213, 0.0893	NA, NA, NA, +, NA	{20.0: 0.64%, 21.0: 3.64%, 22.0: 1.37%, 23.0: 21.02%, 24.0: 1.74%, 25.0: 3.24%, 26.0: 1.34%, 27.0: 0.31%, 28.0: 5.72%, 29.0: 3.64%, 30.0: 36.90%, 31.0: 6.17%, 32.0: 9.43%, 33.0: 1.37%, 34.0: 0.52%, 35.0: 0.16%, 36.0: 2.66%, 37.0: 0.11%}	{20.0: 4.18%, 21.0: 8.89%, 22.0: 0.69%, 23.0: 3.25%, 24.0: 1.98%, 25.0: 0.09%, 26.0: 0.03%, 27.0: 3.50%, 28.0: 0.42%, 29.0: 1.93%, 30.0: 52.94%, 31.0: 1.65%, 32.0: 3.50%, 33.0: 10.00%, 34.0: 4.97%, 35.0: 0.63%, 36.0: 1.08%, 37.0: 0.29%}	{20.0: 3.51%, 21.0: 9.87%, 22.0: 0.06%, 23.0: 9.22%, 24.0: 0.20%, 25.0: 0.02%, 26.0: 0.00%, 27.0: 0.01%, 28.0: 0.11%, 29.0: 0.25%, 30.0: 64.35%, 31.0: 1.05%, 32.0: 0.66%, 33.0: 0.68%, 34.0: 3.69%, 35.0: 0.09%, 36.0: 4.78%, 37.0: 1.43%}	{20.0: 3.84%, 21.0: 16.23%, 22.0: 1.99%, 23.0: 0.33%, 24.0: 4.31%, 25.0: 0.28%, 26.0: 0.01%, 27.0: 1.51%, 28.0: 0.32%, 29.0: 0.40%, 30.0: 40.61%, 31.0: 1.43%, 32.0: 13.71%, 33.0: 8.86%, 34.0: 3.74%, 35.0: 0.63%, 36.0: 1.19%, 37.0: 0.59%}	{20.0: 3.41%, 21.0: 16.71%, 22.0: 1.88%, 23.0: 0.84%, 24.0: 5.30%, 25.0: 0.40%, 26.0: 0.01%, 27.0: 2.16%, 28.0: 0.45%, 29.0: 0.55%, 30.0: 40.79%, 31.0: 2.17%, 32.0: 11.55%, 33.0: 7.88%, 34.0: 3.23%, 35.0: 0.92%, 36.0: 1.29%, 37.0: 0.46%}
phosphate	2	187557873	187557913	2_187432873_187682873	AC	{13.5: 0.89%, 14.5: 0.07%, 15.5: 28.38%, 16.5: 0.35%, 17.5: 51.73%, 18.5: 0.26%, 19.5: 7.08%, 20.5: 0.15%, 21.5: 2.36%, 22.5: 1.01%, 23.5: 5.31%, 24.5: 2.33%, 26.5: 0.02%, 27.5: 0.06%}	6.08e-10	+	intron:AC017101.10:lncRNA	doubly	0.932573748262638	0.990554										0.176, 0.372, 0.506, 0.0756, 0.57	NA, NA, NA, NA, NA	{13.5: 0.12%, 14.5: 0.04%, 15.5: 16.19%, 16.5: 10.08%, 17.5: 34.84%, 18.5: 3.53%, 19.5: 9.07%, 20.5: 11.37%, 21.5: 5.61%, 22.5: 4.15%, 23.5: 2.96%, 24.5: 0.26%, 26.5: 1.78%, 27.5: 0.00%}	{13.5: 1.70%, 14.5: 0.74%, 15.5: 36.43%, 16.5: 1.28%, 17.5: 34.37%, 18.5: 1.41%, 19.5: 11.18%, 20.5: 0.59%, 21.5: 1.08%, 22.5: 2.43%, 23.5: 4.46%, 24.5: 4.30%, 26.5: 0.01%, 27.5: 0.00%}	{13.5: 0.01%, 14.5: 3.58%, 15.5: 16.86%, 16.5: 0.22%, 17.5: 56.57%, 18.5: 4.38%, 19.5: 12.52%, 20.5: 4.62%, 21.5: 0.07%, 22.5: 1.10%, 23.5: 0.05%, 24.5: 0.02%, 26.5: 0.00%}	{13.5: 0.92%, 14.5: 0.09%, 15.5: 28.12%, 16.5: 0.39%, 17.5: 52.12%, 18.5: 0.26%, 19.5: 6.52%, 20.5: 0.19%, 21.5: 2.66%, 22.5: 0.96%, 23.5: 5.09%, 24.5: 2.58%, 26.5: 0.02%, 27.5: 0.08%}	{13.5: 1.08%, 14.5: 0.11%, 15.5: 30.19%, 16.5: 0.71%, 17.5: 48.88%, 18.5: 0.43%, 19.5: 7.89%, 20.5: 0.23%, 21.5: 2.01%, 22.5: 1.05%, 23.5: 5.37%, 24.5: 1.97%, 26.5: 0.02%, 27.5: 0.06%}
alanine_aminotransferase	2	202029965	202030011	2_201904965_202350425	AAT	{9.67: 0.16%, 10.67: 32.32%, 11.67: 3.32%, 12.67: 0.93%, 13.67: 45.31%, 14.67: 15.38%, 15.67: 2.51%, 16.67: 0.07%, 17.67: 0.00%}	8.7e-11	+	three_prime_UTR:CFLAR:protein_coding	singly	0.74928848592153	0.81215	0.0	0.894242	0.828719	0.85865	0.894674	0.81215	0.0	0.440756	0.935726	0.169, 0.0401, 0.351, 0.817, 0.303	NA, +, NA, NA, NA	{9.67: 0.01%, 10.67: 7.99%, 11.67: 0.30%, 12.67: 6.60%, 13.67: 44.65%, 14.67: 18.33%, 15.67: 19.50%, 16.67: 2.02%, 17.67: 0.61%}	{9.67: 0.02%, 10.67: 29.66%, 11.67: 1.36%, 12.67: 1.94%, 13.67: 39.50%, 14.67: 25.08%, 15.67: 1.37%, 16.67: 1.06%, 17.67: 0.00%}	{9.67: 0.01%, 10.67: 21.08%, 11.67: 0.38%, 12.67: 7.68%, 13.67: 53.81%, 14.67: 16.57%, 15.67: 0.39%, 16.67: 0.08%}	{9.67: 0.22%, 10.67: 34.15%, 11.67: 3.12%, 12.67: 0.95%, 13.67: 43.71%, 14.67: 15.91%, 15.67: 1.87%, 16.67: 0.06%, 17.67: 0.00%}	{9.67: 0.12%, 10.67: 30.90%, 11.67: 3.11%, 12.67: 1.07%, 13.67: 45.85%, 14.67: 16.18%, 15.67: 2.64%, 16.67: 0.13%, 17.67: 0.00%}
alkaline_phosphatase	2	203594057	203594069	2_202845250_204566397	A	{11.0: 0.33%, 12.0: 24.36%, 13.0: 75.31%}	4.92e-11	-	intron:FAM117B:protein_coding	not	0.0	0.0										0.143, 0.555, 0.768, 0.0883, 0.878	NA, NA, NA, NA, NA	{11.0: 0.03%, 12.0: 35.01%, 13.0: 64.96%}	{11.0: 0.02%, 12.0: 37.42%, 13.0: 62.56%}	{11.0: 0.05%, 12.0: 17.44%, 13.0: 82.51%}	{11.0: 0.43%, 12.0: 25.54%, 13.0: 74.04%}	{11.0: 0.37%, 12.0: 25.24%, 13.0: 74.39%}
apolipoprotein_b	2	203594057	203594069	2_202903129_204477252	A	{11.0: 0.33%, 12.0: 24.36%, 13.0: 75.30%}	2.68e-13	-	intron:FAM117B:protein_coding	singly	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17, 0.0316, 0.193, 0.971, 0.0353	NA, -, NA, NA, -	{11.0: 0.03%, 12.0: 34.93%, 13.0: 65.04%}	{11.0: 0.02%, 12.0: 37.37%, 13.0: 62.62%}	{11.0: 0.05%, 12.0: 17.42%, 13.0: 82.53%}	{11.0: 0.45%, 12.0: 25.71%, 13.0: 73.84%}	{11.0: 0.37%, 12.0: 25.27%, 13.0: 74.36%}
cholesterol	2	203594057	203594069	2_202837597_204644031	A	{11.0: 0.33%, 12.0: 24.37%, 13.0: 75.29%}	2.32e-13	-	intron:FAM117B:protein_coding	not	0.0	0.0										0.0825, 0.0179, 0.795, 0.756, 0.0461	NA, -, NA, NA, -	{11.0: 0.03%, 12.0: 34.94%, 13.0: 65.03%}	{11.0: 0.02%, 12.0: 37.38%, 13.0: 62.61%}	{11.0: 0.05%, 12.0: 17.37%, 13.0: 82.58%}	{11.0: 0.42%, 12.0: 25.66%, 13.0: 73.92%}	{11.0: 0.36%, 12.0: 25.24%, 13.0: 74.39%}
ldl_cholesterol_direct	2	203594057	203594069	2_202943793_204477252	A	{11.0: 0.33%, 12.0: 24.37%, 13.0: 75.29%}	3.09e-10	-	intron:FAM117B:protein_coding	not	0.300422431527074	0.140447										0.126, 0.0276, 0.499, 0.974, 0.065	NA, -, NA, NA, NA	{11.0: 0.03%, 12.0: 35.04%, 13.0: 64.93%}	{11.0: 0.02%, 12.0: 37.37%, 13.0: 62.62%}	{11.0: 0.05%, 12.0: 17.37%, 13.0: 82.57%}	{11.0: 0.43%, 12.0: 25.60%, 13.0: 73.97%}	{11.0: 0.37%, 12.0: 25.26%, 13.0: 74.37%}
alkaline_phosphatase	2	204311891	204311922	2_202845250_204566397	A	{28.0: 0.14%, 29.0: 0.17%, 31.0: 1.35%, 32.0: 55.49%, 33.0: 40.09%, 34.0: 2.77%}	1.26e-10	+	multigene;three_prime_UTR:ABI2:protein_coding;intron:RAPH1:protein_coding	not	0.0	0.0										0.373, 0.217, 0.951, 0.616, 0.795	NA, NA, NA, NA, NA	{28.0: 0.00%, 29.0: 0.14%, 31.0: 8.84%, 32.0: 64.74%, 33.0: 25.92%, 34.0: 0.35%}	{28.0: 0.02%, 29.0: 0.72%, 31.0: 0.44%, 32.0: 41.67%, 33.0: 52.34%, 34.0: 4.81%}	{28.0: 0.01%, 29.0: 0.72%, 31.0: 3.16%, 32.0: 64.89%, 33.0: 29.15%, 34.0: 2.08%}	{28.0: 0.09%, 29.0: 0.25%, 31.0: 0.84%, 32.0: 54.77%, 33.0: 40.88%, 34.0: 3.18%}	{28.0: 0.13%, 29.0: 0.40%, 31.0: 1.38%, 32.0: 53.90%, 33.0: 41.69%, 34.0: 2.49%}
igf_1	2	204311891	204311922	2_204186891_204436891	A	{28.0: 0.14%, 29.0: 0.17%, 31.0: 1.35%, 32.0: 55.43%, 33.0: 40.14%, 34.0: 2.77%}	3.97e-11	-	multigene;three_prime_UTR:ABI2:protein_coding;intron:RAPH1:protein_coding	confidently	0.999708765555712	1.0	0.999161052385017	1.0	1.0	1.0	1.0	1.0	0.998905667800844	1.0	1.0	0.137, 0.779, 0.645, 0.113, 0.686	NA, NA, NA, NA, NA	{28.0: 0.01%, 29.0: 0.15%, 31.0: 8.78%, 32.0: 64.70%, 33.0: 26.00%, 34.0: 0.37%}	{28.0: 0.02%, 29.0: 0.72%, 31.0: 0.45%, 32.0: 41.58%, 33.0: 52.46%, 34.0: 4.78%}	{28.0: 0.01%, 29.0: 0.72%, 31.0: 3.17%, 32.0: 64.86%, 33.0: 29.20%, 34.0: 2.03%}	{28.0: 0.08%, 29.0: 0.25%, 31.0: 0.82%, 32.0: 54.84%, 33.0: 40.84%, 34.0: 3.16%}	{28.0: 0.13%, 29.0: 0.40%, 31.0: 1.39%, 32.0: 53.87%, 33.0: 41.72%, 34.0: 2.49%}
mean_sphered_cell_volume	2	204311891	204311922	2_203513183_204546284	A	{28.0: 0.14%, 29.0: 0.17%, 31.0: 1.35%, 32.0: 55.50%, 33.0: 40.08%, 34.0: 2.77%}	2.09e-8	-	multigene;three_prime_UTR:ABI2:protein_coding;intron:RAPH1:protein_coding	not	0.0	0.0										0.496, 0.217, 0.797, 0.801, 0.98	NA, NA, NA, NA, NA	{28.0: 0.00%, 29.0: 0.15%, 31.0: 8.84%, 32.0: 64.69%, 33.0: 25.96%, 34.0: 0.37%}	{28.0: 0.02%, 29.0: 0.67%, 31.0: 0.45%, 32.0: 41.81%, 33.0: 52.26%, 34.0: 4.80%}	{28.0: 0.01%, 29.0: 0.75%, 31.0: 3.23%, 32.0: 64.69%, 33.0: 29.19%, 34.0: 2.13%}	{28.0: 0.08%, 29.0: 0.24%, 31.0: 0.83%, 32.0: 54.85%, 33.0: 40.83%, 34.0: 3.16%}	{28.0: 0.13%, 29.0: 0.41%, 31.0: 1.39%, 32.0: 53.91%, 33.0: 41.68%, 34.0: 2.47%}
platelet_count	2	204311891	204311922	2_203386571_204569331	A	{28.0: 0.14%, 29.0: 0.17%, 31.0: 1.35%, 32.0: 55.49%, 33.0: 40.07%, 34.0: 2.78%}	4.28e-8	+	multigene;three_prime_UTR:ABI2:protein_coding;intron:RAPH1:protein_coding	not	0.0	0.0										0.141, 0.17, 0.661, 0.37, 0.00253	NA, NA, NA, NA, +	{28.0: 0.00%, 29.0: 0.15%, 31.0: 8.86%, 32.0: 64.78%, 33.0: 25.86%, 34.0: 0.35%}	{28.0: 0.01%, 29.0: 0.69%, 31.0: 0.44%, 32.0: 41.91%, 33.0: 52.11%, 34.0: 4.84%}	{28.0: 0.01%, 29.0: 0.75%, 31.0: 3.22%, 32.0: 64.74%, 33.0: 29.21%, 34.0: 2.07%}	{28.0: 0.09%, 29.0: 0.25%, 31.0: 0.81%, 32.0: 54.84%, 33.0: 40.84%, 34.0: 3.17%}	{28.0: 0.12%, 29.0: 0.41%, 31.0: 1.39%, 32.0: 53.89%, 33.0: 41.72%, 34.0: 2.46%}
alkaline_phosphatase	2	208453453	208453466	2_208328448_208661939	A	{12.0: 45.47%, 13.0: 36.46%, 14.0: 0.10%, 15.0: 17.97%, 16.0: 0.00%}	1.2e-8	+	multigene;intron:METTL21A:protein_coding;intron:CREB1:protein_coding	not	0.0	0.216837										0.171, 0.473, 0.0362, 0.349, 0.759	NA, NA, +, NA, NA	{12.0: 7.27%, 13.0: 54.60%, 14.0: 25.43%, 15.0: 12.52%, 16.0: 0.18%}	{12.0: 41.26%, 13.0: 50.21%, 14.0: 0.21%, 15.0: 8.33%, 16.0: 0.00%}	{12.0: 60.85%, 13.0: 38.87%, 14.0: 0.11%, 15.0: 0.18%}	{12.0: 43.24%, 13.0: 40.25%, 14.0: 0.07%, 15.0: 16.44%, 16.0: 0.00%}	{12.0: 46.03%, 13.0: 34.57%, 14.0: 0.28%, 15.0: 19.11%, 16.0: 0.00%}
shbg	2	208453453	208453466	2_208246637_208659400	A	{12.0: 45.44%, 13.0: 36.43%, 14.0: 0.10%, 15.0: 18.03%, 16.0: 0.00%}	2.87e-16	+	multigene;intron:METTL21A:protein_coding;intron:CREB1:protein_coding	confidently	0.933241901978606	0.99852	0.943640505966066	0.98232	0.997523	1.0	1.0	0.998527	0.737203821465761	0.968585	1.0	0.25, 0.0881, 0.808, 0.011, 0.589	NA, NA, NA, +, NA	{12.0: 7.08%, 13.0: 54.71%, 14.0: 25.58%, 15.0: 12.45%, 16.0: 0.17%}	{12.0: 41.03%, 13.0: 50.29%, 14.0: 0.21%, 15.0: 8.47%, 16.0: 0.00%}	{12.0: 61.00%, 13.0: 38.73%, 14.0: 0.11%, 15.0: 0.16%}	{12.0: 43.10%, 13.0: 40.43%, 14.0: 0.07%, 15.0: 16.39%, 16.0: 0.00%}	{12.0: 46.13%, 13.0: 34.59%, 14.0: 0.26%, 15.0: 19.02%, 16.0: 0.00%}
alkaline_phosphatase	2	219122659	219122696	2_218822515_219416481	AACC	{7.5: 40.54%, 8.5: 0.00%, 9.5: 3.24%, 10.5: 0.31%, 11.5: 4.95%, 12.5: 45.08%, 13.5: 5.74%, 14.5: 0.13%}	8.28e-14	-	intergenic	not	0.014008317578026	0.014363										0.26, 0.176, 0.0788, 0.108, 0.0918	NA, NA, NA, NA, NA	{7.5: 24.47%, 8.5: 3.49%, 9.5: 51.05%, 10.5: 5.81%, 11.5: 1.55%, 12.5: 11.35%, 13.5: 2.29%, 14.5: 0.00%}	{7.5: 33.93%, 8.5: 0.01%, 9.5: 2.61%, 10.5: 0.27%, 11.5: 10.24%, 12.5: 49.58%, 13.5: 3.24%, 14.5: 0.13%}	{7.5: 38.16%, 8.5: 0.00%, 9.5: 0.32%, 10.5: 0.11%, 11.5: 4.95%, 12.5: 50.24%, 13.5: 6.21%, 14.5: 0.01%}	{7.5: 41.88%, 8.5: 0.00%, 9.5: 2.95%, 10.5: 0.23%, 11.5: 4.71%, 12.5: 44.97%, 13.5: 5.17%, 14.5: 0.09%}	{7.5: 40.63%, 8.5: 0.02%, 9.5: 3.98%, 10.5: 0.68%, 11.5: 5.65%, 12.5: 44.06%, 13.5: 4.87%, 14.5: 0.11%}
gamma_glutamyltransferase	2	219122659	219122696	2_218816916_219364088	AACC	{7.5: 40.53%, 8.5: 0.00%, 9.5: 3.23%, 10.5: 0.32%, 11.5: 4.95%, 12.5: 45.09%, 13.5: 5.74%, 14.5: 0.13%}	6.24e-20	-	intergenic	not	0.291458859446541	0.495486										0.859, 0.538, 0.578, 0.00247, 0.0148	NA, NA, NA, -, -	{7.5: 24.45%, 8.5: 3.47%, 9.5: 51.19%, 10.5: 5.79%, 11.5: 1.56%, 12.5: 11.23%, 13.5: 2.30%, 14.5: 0.00%}	{7.5: 34.11%, 8.5: 0.01%, 9.5: 2.61%, 10.5: 0.26%, 11.5: 10.24%, 12.5: 49.41%, 13.5: 3.24%, 14.5: 0.12%}	{7.5: 38.06%, 8.5: 0.00%, 9.5: 0.32%, 10.5: 0.11%, 11.5: 4.94%, 12.5: 50.35%, 13.5: 6.22%, 14.5: 0.01%}	{7.5: 41.93%, 8.5: 0.00%, 9.5: 2.94%, 10.5: 0.22%, 11.5: 4.70%, 12.5: 44.91%, 13.5: 5.20%, 14.5: 0.09%}	{7.5: 40.63%, 8.5: 0.02%, 9.5: 3.97%, 10.5: 0.68%, 11.5: 5.65%, 12.5: 44.07%, 13.5: 4.87%, 14.5: 0.11%}
glycated_haemoglobin	2	219122659	219122696	2_218841315_219321344	AACC	{7.5: 40.57%, 8.5: 0.00%, 9.5: 3.22%, 10.5: 0.32%, 11.5: 4.94%, 12.5: 45.06%, 13.5: 5.74%, 14.5: 0.13%}	1.99e-12	+	intergenic	not	0.0	0.00284021										0.913, 0.657, 0.094, 0.0773, 0.466	NA, NA, NA, NA, NA	{7.5: 24.64%, 8.5: 3.44%, 9.5: 50.69%, 10.5: 5.81%, 11.5: 1.60%, 12.5: 11.58%, 13.5: 2.25%, 14.5: 0.00%}	{7.5: 33.73%, 8.5: 0.01%, 9.5: 2.60%, 10.5: 0.27%, 11.5: 10.27%, 12.5: 49.75%, 13.5: 3.22%, 14.5: 0.14%}	{7.5: 37.71%, 8.5: 0.00%, 9.5: 0.35%, 10.5: 0.11%, 11.5: 5.01%, 12.5: 50.60%, 13.5: 6.21%, 14.5: 0.01%}	{7.5: 41.81%, 8.5: 0.00%, 9.5: 2.95%, 10.5: 0.23%, 11.5: 4.70%, 12.5: 45.05%, 13.5: 5.18%, 14.5: 0.09%}	{7.5: 40.55%, 8.5: 0.02%, 9.5: 4.00%, 10.5: 0.66%, 11.5: 5.67%, 12.5: 44.13%, 13.5: 4.86%, 14.5: 0.10%}
platelet_count	2	219122659	219122696	2_218766888_219800067	AACC	{7.5: 40.53%, 8.5: 0.00%, 9.5: 3.24%, 10.5: 0.32%, 11.5: 4.93%, 12.5: 45.11%, 13.5: 5.73%, 14.5: 0.13%}	5.19e-17	-	intergenic	not	0.0	0.0										0.239, 0.846, 0.319, 0.0487, 0.251	NA, NA, NA, -, NA	{7.5: 24.57%, 8.5: 3.55%, 9.5: 51.03%, 10.5: 5.81%, 11.5: 1.53%, 12.5: 11.21%, 13.5: 2.29%, 14.5: 0.00%}	{7.5: 34.04%, 8.5: 0.01%, 9.5: 2.62%, 10.5: 0.26%, 11.5: 10.17%, 12.5: 49.55%, 13.5: 3.23%, 14.5: 0.13%}	{7.5: 38.11%, 8.5: 0.00%, 9.5: 0.31%, 10.5: 0.10%, 11.5: 4.99%, 12.5: 50.24%, 13.5: 6.24%, 14.5: 0.01%}	{7.5: 41.77%, 8.5: 0.00%, 9.5: 3.00%, 10.5: 0.23%, 11.5: 4.73%, 12.5: 44.96%, 13.5: 5.21%, 14.5: 0.10%}	{7.5: 40.71%, 8.5: 0.02%, 9.5: 3.95%, 10.5: 0.66%, 11.5: 5.68%, 12.5: 44.03%, 13.5: 4.85%, 14.5: 0.10%}
platelet_crit	2	219122659	219122696	2_218816916_219397294	AACC	{7.5: 40.56%, 8.5: 0.00%, 9.5: 3.23%, 10.5: 0.32%, 11.5: 4.94%, 12.5: 45.08%, 13.5: 5.74%, 14.5: 0.13%}	2.14e-20	-	intergenic	not	0.0	0.00563373										0.705, 0.279, 0.736, 0.242, 0.046	NA, NA, NA, NA, -	{7.5: 24.60%, 8.5: 3.53%, 9.5: 50.99%, 10.5: 5.78%, 11.5: 1.57%, 12.5: 11.20%, 13.5: 2.32%, 14.5: 0.00%}	{7.5: 33.98%, 8.5: 0.01%, 9.5: 2.63%, 10.5: 0.26%, 11.5: 10.12%, 12.5: 49.65%, 13.5: 3.22%, 14.5: 0.13%}	{7.5: 38.24%, 8.5: 0.00%, 9.5: 0.31%, 10.5: 0.10%, 11.5: 4.97%, 12.5: 50.15%, 13.5: 6.22%, 14.5: 0.01%}	{7.5: 41.81%, 8.5: 0.00%, 9.5: 3.01%, 10.5: 0.24%, 11.5: 4.72%, 12.5: 44.93%, 13.5: 5.21%, 14.5: 0.09%}	{7.5: 40.71%, 8.5: 0.02%, 9.5: 3.95%, 10.5: 0.66%, 11.5: 5.69%, 12.5: 44.01%, 13.5: 4.85%, 14.5: 0.10%}
platelet_distribution_width	2	219122659	219122696	2_218643422_219769625	AACC	{7.5: 40.55%, 8.5: 0.00%, 9.5: 3.23%, 10.5: 0.32%, 11.5: 4.94%, 12.5: 45.09%, 13.5: 5.74%, 14.5: 0.13%}	1.98e-8	+	intergenic	not	0.0892854617042012	0.618673										0.159, 0.0000486, 0.503, 0.899, 0.87	NA, +, NA, NA, NA	{7.5: 24.53%, 8.5: 3.54%, 9.5: 51.01%, 10.5: 5.80%, 11.5: 1.57%, 12.5: 11.25%, 13.5: 2.30%, 14.5: 0.00%}	{7.5: 33.97%, 8.5: 0.01%, 9.5: 2.62%, 10.5: 0.26%, 11.5: 10.13%, 12.5: 49.64%, 13.5: 3.24%, 14.5: 0.12%}	{7.5: 38.04%, 8.5: 0.00%, 9.5: 0.31%, 10.5: 0.10%, 11.5: 5.00%, 12.5: 50.30%, 13.5: 6.23%, 14.5: 0.01%}	{7.5: 41.83%, 8.5: 0.00%, 9.5: 3.02%, 10.5: 0.23%, 11.5: 4.70%, 12.5: 44.95%, 13.5: 5.16%, 14.5: 0.09%}	{7.5: 40.71%, 8.5: 0.02%, 9.5: 3.95%, 10.5: 0.66%, 11.5: 5.70%, 12.5: 43.99%, 13.5: 4.87%, 14.5: 0.10%}
red_blood_cell_distribution_width	2	219122659	219122696	2_218816916_219386176	AACC	{7.5: 40.54%, 8.5: 0.00%, 9.5: 3.23%, 10.5: 0.32%, 11.5: 4.94%, 12.5: 45.10%, 13.5: 5.74%, 14.5: 0.13%}	9.06e-30	+	intergenic	not	0.0	0.00172245										0.383, 0.00516, 0.658, 0.00318, 0.00348	NA, +, NA, +, +	{7.5: 24.59%, 8.5: 3.53%, 9.5: 51.01%, 10.5: 5.82%, 11.5: 1.56%, 12.5: 11.18%, 13.5: 2.30%, 14.5: 0.00%}	{7.5: 33.93%, 8.5: 0.01%, 9.5: 2.61%, 10.5: 0.26%, 11.5: 10.17%, 12.5: 49.63%, 13.5: 3.26%, 14.5: 0.13%}	{7.5: 38.12%, 8.5: 0.00%, 9.5: 0.31%, 10.5: 0.10%, 11.5: 4.95%, 12.5: 50.26%, 13.5: 6.25%, 14.5: 0.01%}	{7.5: 41.79%, 8.5: 0.00%, 9.5: 3.01%, 10.5: 0.23%, 11.5: 4.69%, 12.5: 44.97%, 13.5: 5.22%, 14.5: 0.10%}	{7.5: 40.71%, 8.5: 0.02%, 9.5: 3.95%, 10.5: 0.66%, 11.5: 5.69%, 12.5: 44.01%, 13.5: 4.85%, 14.5: 0.10%}
